주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,567723.0,590408.0,565090.0,553670.0,613963.0,629564.0,674442.0,714845.0
영업이익,12490.0,18286.0,11923.0,13378.0,24685.0,32871.0,35483.0,38239.0
영업이익(발표기준),12847.0,18286.0,11923.0,13378.0,24685.0,,,
세전계속사업이익,5895.0,12183.0,5931.0,7217.0,25581.0,26101.0,30262.0,33776.0
당기순이익,2227.0,5014.0,2491.0,1263.0,18695.0,18972.0,22179.0,24879.0
당기순이익(지배),1768.0,3994.0,1244.0,769.0,17258.0,17514.0,20677.0,23225.0
당기순이익(비지배),459.0,1020.0,1247.0,494.0,1437.0,,,
자산총계,355281.0,370684.0,363139.0,378553.0,412210.0,435051.0,465855.0,498250.0
부채총계,228387.0,240773.0,233304.0,244985.0,265473.0,269131.0,278815.0,288987.0
자본총계,126894.0,129911.0,129835.0,133567.0,146737.0,164986.0,185768.0,207675.0
자본총계(지배),117392.0,117194.0,116266.0,119871.0,132243.0,149520.0,169146.0,189567.0
자본총계(비지배),9502.0,12717.0,13569.0,13696.0,14494.0,,,
자본금,9042.0,9042.0,9042.0,9042.0,9042.0,9041.0,9041.0,9041.0
영업활동현금흐름,22109.0,20292.0,26188.0,31580.0,21663.0,40444.0,42069.0,45454.0
투자활동현금흐름,-23907.0,-23967.0,-19332.0,-23907.0,-25829.0,-30321.0,-28534.0,-27518.0
재무활동현금흐름,6670.0,643.0,-1889.0,-2788.0,8408.0,329.0,-1670.0,-1486.0
CAPEX,21172.0,21659.0,17473.0,20190.0,25755.0,25022.0,23196.0,22676.0
FCF,937.0,-1368.0,8715.0,11390.0,-4093.0,12523.0,16937.0,22588.0
이자발생부채,92110.0,90024.0,88272.0,86590.0,94505.0,,,
영업이익률,2.2,3.1,2.11,2.42,4.02,5.22,5.26,5.35
순이익률,0.39,0.85,0.44,0.23,3.04,3.01,3.29,3.48
ROE(%),1.5,3.4,1.07,0.65,13.69,12.43,12.98,12.95
ROA(%),0.63,1.38,0.68,0.34,4.73,4.48,4.92,5.16
부채비율,179.98,185.34,179.69,183.42,180.92,163.12,150.09,139.15
자본유보율,1303.67,1327.6,1320.47,1344.52,1535.94,,,
EPS(원),978.0,2208.0,688.0,425.0,9543.0,9685.0,11434.0,12843.0
PER(배),69.67,26.76,78.21,121.37,11.11,7.93,6.72,5.98
BPS(원),65194.0,65084.0,64568.0,66571.0,73441.0,83036.0,93936.0,105276.0
PBR(배),1.04,0.91,0.83,0.78,1.44,0.92,0.82,0.73
현금DPS(원),200.0,400.0,400.0,400.0,400.0,453.0,458.0,464.0
현금배당수익률,0.29,0.68,0.74,0.78,0.38,0.59,0.6,0.6
현금배당성향(%),20.86,18.25,58.59,94.81,4.22,0.04,0.04,0.03
발행주식수(보통주),163647814.0,163647814.0,163647814.0,163647814.0,163647814.0,,,
