주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,1710.0,1644.0,1840.0,1994.0,1996.0,2000.0,,
영업이익,51.0,44.0,35.0,42.0,-73.0,-40.0,,
영업이익(발표기준),51.0,44.0,35.0,42.0,-73.0,,,
세전계속사업이익,65.0,39.0,32.0,40.0,-97.0,-60.0,,
당기순이익,54.0,29.0,12.0,31.0,-78.0,-50.0,,
당기순이익(지배),54.0,29.0,12.0,31.0,-78.0,-50.0,,
당기순이익(비지배),,,,,,,,
자산총계,2078.0,2256.0,2256.0,2424.0,2308.0,2220.0,,
부채총계,848.0,1029.0,1043.0,1200.0,1164.0,1130.0,,
자본총계,1230.0,1227.0,1214.0,1224.0,1144.0,1080.0,,
자본총계(지배),1230.0,1227.0,1214.0,1224.0,1144.0,1080.0,,
자본총계(비지배),,,,,,,,
자본금,55.0,55.0,55.0,55.0,55.0,50.0,,
영업활동현금흐름,21.0,-36.0,4.0,17.0,-111.0,120.0,,
투자활동현금흐름,-194.0,-233.0,23.0,-27.0,-6.0,-10.0,,
재무활동현금흐름,165.0,213.0,-18.0,-41.0,69.0,-40.0,,
CAPEX,267.0,304.0,6.0,13.0,6.0,,,
FCF,-246.0,-340.0,-2.0,4.0,-117.0,0.0,,
이자발생부채,176.0,400.0,392.0,362.0,442.0,,,
영업이익률,2.95,2.65,1.91,2.13,-3.63,-2.0,,
순이익률,3.17,1.76,0.64,1.54,-3.92,-2.5,,
ROE(%),4.47,2.36,0.97,2.51,-6.6,-4.5,,
ROA(%),2.75,1.34,0.52,1.31,-3.3,-2.21,,
부채비율,68.95,83.81,85.88,98.07,101.78,104.63,,
자본유보율,2103.91,2092.11,2060.78,2078.65,1920.04,,,
EPS(원),495.0,265.0,108.0,280.0,-714.0,-457.0,,
PER(배),9.54,18.08,50.34,22.3,-7.2,-11.45,,
BPS(원),11233.0,11209.0,11086.0,11178.0,10446.0,9863.0,,
PBR(배),0.42,0.43,0.49,0.56,0.49,0.53,,
현금DPS(원),100.0,100.0,100.0,100.0,100.0,100.0,,
현금배당수익률,2.12,2.09,1.84,1.6,1.95,1.91,,
현금배당성향(%),20.21,37.78,92.71,35.74,-14.01,-0.22,,
발행주식수(보통주),10950000.0,10950000.0,10950000.0,10950000.0,10950000.0,,,
