주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2190.0,2184.0,2228.0,2340.0,2388.0,,,
영업이익,139.0,97.0,92.0,108.0,-24.0,,,
영업이익(발표기준),139.0,97.0,92.0,108.0,-24.0,,,
세전계속사업이익,237.0,203.0,139.0,126.0,-16.0,,,
당기순이익,173.0,143.0,106.0,93.0,-20.0,,,
당기순이익(지배),172.0,142.0,106.0,93.0,-15.0,,,
당기순이익(비지배),1.0,1.0,1.0,-1.0,-5.0,,,
자산총계,1588.0,1640.0,1894.0,2014.0,2784.0,,,
부채총계,772.0,703.0,880.0,921.0,1634.0,,,
자본총계,816.0,938.0,1013.0,1093.0,1150.0,,,
자본총계(지배),810.0,931.0,1006.0,1072.0,1008.0,,,
자본총계(비지배),6.0,7.0,7.0,21.0,143.0,,,
자본금,50.0,50.0,50.0,50.0,50.0,,,
영업활동현금흐름,134.0,99.0,133.0,150.0,-8.0,,,
투자활동현금흐름,-5.0,-8.0,-144.0,-150.0,-139.0,,,
재무활동현금흐름,-99.0,-35.0,4.0,-16.0,137.0,,,
CAPEX,44.0,50.0,60.0,137.0,162.0,,,
FCF,90.0,49.0,73.0,14.0,-170.0,,,
이자발생부채,209.0,195.0,217.0,224.0,685.0,,,
영업이익률,6.34,4.43,4.15,4.61,-1.02,,,
순이익률,7.9,6.56,4.77,3.96,-0.85,,,
ROE(%),23.66,16.34,10.91,8.98,-1.47,,,
ROA(%),11.33,8.87,6.02,4.74,-0.85,,,
부채비율,94.63,74.92,86.88,84.27,142.03,,,
자본유보율,1514.35,1755.99,1912.18,2072.97,2010.38,,,
EPS(원),1715.0,1422.0,1057.0,933.0,-152.0,,,
PER(배),3.63,5.13,6.04,7.17,-29.8,,,
BPS(원),8096.0,9307.0,10063.0,10724.0,10078.0,,,
PBR(배),0.77,0.78,0.63,0.62,0.45,,,
현금DPS(원),130.0,140.0,140.0,150.0,130.0,,,
현금배당수익률,2.09,1.92,2.19,2.24,2.86,,,
현금배당성향(%),7.58,9.84,13.24,16.07,-85.25,,,
발행주식수(보통주),10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,,,
