주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,3027.0,3146.0,2909.0,3593.0,4585.0,5259.0,6021.0,6850.0
영업이익,102.0,97.0,71.0,253.0,433.0,614.0,633.0,690.0
영업이익(발표기준),102.0,97.0,71.0,253.0,433.0,,,
세전계속사업이익,57.0,72.0,-1.0,247.0,357.0,630.0,670.0,730.0
당기순이익,34.0,41.0,-34.0,188.0,291.0,480.0,510.0,540.0
당기순이익(지배),37.0,41.0,-32.0,183.0,287.0,450.0,490.0,530.0
당기순이익(비지배),-3.0,0.0,-3.0,5.0,4.0,,,
자산총계,2986.0,2996.0,2965.0,3267.0,3982.0,4660.0,5250.0,5890.0
부채총계,1347.0,1335.0,1340.0,1492.0,1951.0,2180.0,2300.0,2430.0
자본총계,1639.0,1661.0,1625.0,1775.0,2031.0,2480.0,2950.0,3460.0
자본총계(지배),1619.0,1641.0,1607.0,1753.0,2001.0,,,
자본총계(비지배),20.0,20.0,18.0,23.0,30.0,,,
자본금,377.0,377.0,377.0,377.0,377.0,380.0,380.0,380.0
영업활동현금흐름,148.0,123.0,131.0,372.0,436.0,670.0,500.0,600.0
투자활동현금흐름,91.0,-198.0,-70.0,-177.0,-456.0,-500.0,-500.0,-270.0
재무활동현금흐름,-28.0,-25.0,-24.0,-29.0,121.0,-20.0,30.0,-60.0
CAPEX,38.0,48.0,73.0,192.0,456.0,520.0,530.0,300.0
FCF,110.0,74.0,57.0,180.0,-20.0,-200.0,-30.0,290.0
이자발생부채,532.0,532.0,532.0,520.0,666.0,,,
영업이익률,3.37,3.09,2.46,7.03,9.45,11.67,10.51,10.07
순이익률,1.11,1.29,-1.17,5.23,6.35,9.13,8.47,7.88
ROE(%),2.28,2.49,-1.94,10.9,15.28,,,
ROA(%),1.14,1.36,-1.14,6.03,8.03,11.11,10.29,9.7
부채비율,82.19,80.37,82.45,84.01,96.04,87.9,77.97,70.23
자본유보율,316.39,323.51,310.58,355.43,421.61,,,
EPS(원),486.0,539.0,-418.0,2431.0,3807.0,5980.0,6505.0,7036.0
PER(배),50.69,39.42,-65.96,16.68,25.42,13.96,12.84,11.87
BPS(원),21487.0,21782.0,21339.0,23270.0,26562.0,,,
PBR(배),1.15,0.98,1.29,1.74,3.64,,,
현금DPS(원),100.0,100.0,50.0,150.0,250.0,250.0,250.0,250.0
현금배당수익률,0.41,0.47,0.18,0.37,0.26,0.3,0.3,0.3
현금배당성향(%),20.56,18.55,-11.95,6.17,6.57,0.04,0.04,0.04
발행주식수(보통주),7533015.0,7533015.0,7533015.0,7533015.0,7533015.0,,,
