주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,6459.0,6394.0,6285.0,5986.0,6079.0,6749.0,7023.0,7235.0
영업이익,517.0,131.0,366.0,136.0,447.0,1135.0,1240.0,1291.0
영업이익(발표기준),517.0,131.0,366.0,136.0,447.0,,,
세전계속사업이익,384.0,-45.0,163.0,-9.0,488.0,1022.0,1158.0,1235.0
당기순이익,302.0,-103.0,116.0,-8.0,365.0,773.0,879.0,937.0
당기순이익(지배),302.0,-97.0,116.0,-8.0,365.0,773.0,879.0,938.0
당기순이익(비지배),,-6.0,,,0.0,,,
자산총계,12311.0,11497.0,11680.0,10953.0,11024.0,11342.0,11775.0,12317.0
부채총계,6564.0,6028.0,6217.0,5612.0,5392.0,5097.0,4839.0,4628.0
자본총계,5747.0,5469.0,5463.0,5341.0,5632.0,6245.0,6939.0,7688.0
자본총계(지배),5747.0,5469.0,5463.0,5339.0,5631.0,6244.0,6938.0,7688.0
자본총계(비지배),,,,2.0,1.0,,,
자본금,1559.0,1559.0,1559.0,1559.0,1559.0,1559.0,1559.0,1559.0
영업활동현금흐름,690.0,986.0,554.0,883.0,1051.0,1048.0,1315.0,1357.0
투자활동현금흐름,-190.0,-292.0,-484.0,-112.0,-309.0,-267.0,-274.0,-274.0
재무활동현금흐름,-472.0,-591.0,-9.0,-868.0,-463.0,-534.0,-498.0,-452.0
CAPEX,231.0,261.0,483.0,114.0,260.0,242.0,259.0,261.0
FCF,459.0,725.0,71.0,768.0,792.0,831.0,1039.0,1080.0
이자발생부채,5080.0,4741.0,4900.0,4224.0,3786.0,,,
영업이익률,8.0,2.06,5.82,2.27,7.36,16.82,17.66,17.85
순이익률,4.67,-1.62,1.85,-0.13,6.0,11.46,12.51,12.96
ROE(%),5.32,-1.74,2.13,-0.15,6.65,13.02,13.33,12.82
ROA(%),2.45,-0.87,1.0,-0.07,3.32,6.92,7.6,7.78
부채비율,114.21,110.21,113.81,105.07,95.73,81.61,69.74,60.2
자본유보율,268.18,250.4,249.62,241.42,261.07,,,
EPS(원),484.0,-156.0,186.0,-13.0,585.0,1240.0,1409.0,1503.0
PER(배),11.78,-26.07,26.77,-319.36,7.75,8.71,7.67,7.18
BPS(원),9215.0,8770.0,8760.0,8562.0,9029.0,10013.0,11126.0,12327.0
PBR(배),0.62,0.46,0.57,0.47,0.5,1.08,0.97,0.88
현금DPS(원),250.0,175.0,200.0,125.0,150.0,300.0,300.0,300.0
현금배당수익률,4.39,4.29,4.01,3.09,3.31,2.78,2.78,2.78
현금배당성향(%),51.65,-111.96,107.39,-985.59,25.64,0.24,0.21,0.2
발행주식수(보통주),62368324.0,62368324.0,62368324.0,62368324.0,62368324.0,,,
