주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,936.0,963.0,970.0,1016.0,1049.0,,,
영업이익,100.0,97.0,125.0,135.0,110.0,,,
영업이익(발표기준),100.0,97.0,125.0,135.0,110.0,,,
세전계속사업이익,98.0,100.0,126.0,148.0,112.0,,,
당기순이익,74.0,79.0,97.0,99.0,84.0,,,
당기순이익(지배),74.0,79.0,97.0,99.0,84.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1350.0,1421.0,1516.0,1622.0,1662.0,,,
부채총계,275.0,271.0,287.0,333.0,320.0,,,
자본총계,1075.0,1150.0,1229.0,1289.0,1342.0,,,
자본총계(지배),1075.0,1150.0,1229.0,1289.0,1342.0,,,
자본총계(비지배),,,,,,,,
자본금,108.0,108.0,108.0,108.0,108.0,,,
영업활동현금흐름,107.0,150.0,146.0,144.0,84.0,,,
투자활동현금흐름,-132.0,-83.0,-87.0,-66.0,-37.0,,,
재무활동현금흐름,11.0,-32.0,-18.0,-6.0,-28.0,,,
CAPEX,60.0,19.0,29.0,35.0,55.0,,,
FCF,47.0,131.0,117.0,110.0,30.0,,,
이자발생부채,73.0,64.0,69.0,86.0,91.0,,,
영업이익률,10.67,10.03,12.87,13.3,10.48,,,
순이익률,7.87,8.2,10.02,9.76,7.99,,,
ROE(%),7.03,7.1,8.17,7.88,6.37,,,
ROA(%),5.65,5.7,6.62,6.32,5.11,,,
부채비율,25.56,23.54,23.34,25.87,23.81,,,
자본유보율,692.91,746.16,812.09,878.39,929.66,,,
EPS(원),3421.0,3665.0,4510.0,4603.0,3892.0,,,
PER(배),7.28,9.54,9.84,9.8,13.31,,,
BPS(원),57788.0,61843.0,66069.0,69276.0,72659.0,,,
PBR(배),0.43,0.57,0.67,0.65,0.71,,,
현금DPS(원),1200.0,1250.0,1300.0,1350.0,1400.0,,,
현금배당수익률,4.82,3.58,2.93,2.99,2.7,,,
현금배당성향(%),30.29,29.45,24.89,25.32,30.93,,,
발행주식수(보통주),2154379.0,2154379.0,2154379.0,2154379.0,2154379.0,,,
