주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,36985.0,34379.0,30404.0,29472.0,28764.0,27200.0,30485.0,31760.0
영업이익,3459.0,3584.0,1360.0,1201.0,-1572.0,-80.0,445.0,935.0
영업이익(발표기준),3459.0,3584.0,1360.0,1201.0,-1572.0,,,
세전계속사업이익,1483.0,1734.0,-655.0,-378.0,-1318.0,-1320.0,-1030.0,-590.0
당기순이익,1010.0,1316.0,-675.0,-379.0,-1118.0,,,
당기순이익(지배),954.0,1296.0,-694.0,-360.0,-1248.0,-990.0,-810.0,-470.0
당기순이익(비지배),55.0,21.0,19.0,-18.0,130.0,,,
자산총계,47339.0,48047.0,52200.0,51217.0,45009.0,,,
부채총계,35957.0,34787.0,39592.0,39076.0,35095.0,,,
자본총계,11382.0,13260.0,12608.0,12141.0,9914.0,,,
자본총계(지배),10172.0,12090.0,11429.0,11022.0,9545.0,,,
자본총계(비지배),1210.0,1170.0,1179.0,1119.0,369.0,,,
자본금,7391.0,7900.0,7900.0,7900.0,7900.0,,,
영업활동현금흐름,4735.0,4998.0,2250.0,1883.0,713.0,,,
투자활동현금흐름,-3349.0,-2926.0,-5817.0,-2649.0,-837.0,,,
재무활동현금흐름,-1263.0,-1732.0,3907.0,56.0,49.0,,,
CAPEX,2448.0,2828.0,6758.0,3655.0,2899.0,,,
FCF,2287.0,2170.0,-4507.0,-1771.0,-2185.0,,,
이자발생부채,25961.0,24216.0,27805.0,27331.0,24042.0,,,
영업이익률,9.35,10.42,4.47,4.07,-5.46,-0.29,1.46,2.94
순이익률,2.73,3.83,-2.22,-1.29,-3.89,,,
ROE(%),10.44,11.64,-5.9,-3.21,-12.14,,,
ROA(%),2.12,2.76,-1.35,-0.73,-2.32,,,
부채비율,315.91,262.35,314.02,321.85,353.99,,,
자본유보율,36.69,51.12,41.96,38.06,22.7,,,
EPS(원),695.0,860.0,-439.0,-228.0,-790.0,-447.0,-282.0,-164.0
PER(배),16.56,11.24,-15.33,-37.17,-5.6,-12.19,-19.33,-33.31
BPS(원),6882.0,7652.0,7234.0,6976.0,6042.0,,,
PBR(배),1.67,1.26,0.93,1.22,0.73,,,
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,0.0,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),147811198.0,157993158.0,157993158.0,157993158.0,157993158.0,,,
