주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2664.0,2646.0,2250.0,2240.0,2594.0,,,
영업이익,43.0,50.0,29.0,52.0,99.0,,,
영업이익(발표기준),43.0,50.0,29.0,52.0,99.0,,,
세전계속사업이익,245.0,259.0,229.0,296.0,348.0,,,
당기순이익,201.0,215.0,190.0,245.0,286.0,,,
당기순이익(지배),201.0,215.0,190.0,245.0,285.0,,,
당기순이익(비지배),0.0,0.0,0.0,0.0,1.0,,,
자산총계,2744.0,2963.0,3029.0,3351.0,3626.0,,,
부채총계,488.0,511.0,413.0,484.0,530.0,,,
자본총계,2256.0,2452.0,2616.0,2867.0,3096.0,,,
자본총계(지배),2250.0,2446.0,2610.0,2861.0,3090.0,,,
자본총계(비지배),6.0,6.0,6.0,6.0,7.0,,,
자본금,82.0,82.0,82.0,82.0,82.0,,,
영업활동현금흐름,79.0,140.0,100.0,40.0,13.0,,,
투자활동현금흐름,-42.0,207.0,-52.0,137.0,-212.0,,,
재무활동현금흐름,-30.0,-20.0,-32.0,5.0,-45.0,,,
CAPEX,3.0,2.0,10.0,6.0,4.0,,,
FCF,76.0,137.0,90.0,34.0,8.0,,,
이자발생부채,,,,,,,,
영업이익률,1.6,1.88,1.31,2.33,3.82,,,
순이익률,7.54,8.13,8.45,10.95,11.01,,,
ROE(%),9.32,9.16,7.5,8.95,9.58,,,
ROA(%),7.66,7.54,6.35,7.68,8.19,,,
부채비율,21.62,20.83,15.77,16.89,17.11,,,
자본유보율,2552.22,2786.92,2979.18,3273.26,3567.6,,,
EPS(원),1221.0,1306.0,1152.0,1487.0,1731.0,,,
PER(배),12.86,18.3,20.96,11.87,10.23,,,
BPS(원),14047.0,15269.0,16290.0,17478.0,18878.0,,,
PBR(배),1.12,1.57,1.48,1.01,0.94,,,
현금DPS(원),125.0,200.0,275.0,275.0,275.0,,,
현금배당수익률,0.8,0.84,1.14,1.56,1.55,,,
현금배당성향(%),9.96,14.9,23.22,18.38,15.79,,,
발행주식수(보통주),16466623.0,16466623.0,16466623.0,16466623.0,16466623.0,,,
