주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,3299.0,3057.0,2967.0,3232.0,3397.0,,,
영업이익,42.0,30.0,40.0,125.0,203.0,,,
영업이익(발표기준),42.0,30.0,40.0,125.0,203.0,,,
세전계속사업이익,50.0,39.0,60.0,143.0,239.0,,,
당기순이익,21.0,42.0,45.0,114.0,171.0,,,
당기순이익(지배),21.0,43.0,46.0,114.0,171.0,,,
당기순이익(비지배),0.0,-1.0,-1.0,0.0,0.0,,,
자산총계,2253.0,2327.0,2594.0,2989.0,2576.0,,,
부채총계,924.0,970.0,1210.0,1494.0,1014.0,,,
자본총계,1329.0,1357.0,1384.0,1494.0,1562.0,,,
자본총계(지배),1329.0,1358.0,1384.0,1494.0,1562.0,,,
자본총계(비지배),0.0,-1.0,0.0,0.0,0.0,,,
자본금,58.0,58.0,58.0,58.0,58.0,,,
영업활동현금흐름,-21.0,300.0,163.0,516.0,381.0,,,
투자활동현금흐름,-64.0,-188.0,-221.0,-347.0,-167.0,,,
재무활동현금흐름,78.0,-34.0,56.0,28.0,-173.0,,,
CAPEX,92.0,252.0,262.0,385.0,141.0,,,
FCF,-113.0,47.0,-99.0,131.0,240.0,,,
이자발생부채,351.0,337.0,412.0,461.0,310.0,,,
영업이익률,1.26,0.97,1.34,3.88,5.99,,,
순이익률,0.63,1.38,1.52,3.52,5.04,,,
ROE(%),1.58,3.17,3.33,7.9,11.19,,,
ROA(%),0.93,1.84,1.83,4.07,6.15,,,
부채비율,69.56,71.47,87.47,100.01,64.9,,,
자본유보율,2276.89,2317.59,2350.32,2509.12,2759.51,,,
EPS(원),183.0,371.0,397.0,989.0,1487.0,,,
PER(배),44.79,20.47,19.81,9.71,7.87,,,
BPS(원),11758.0,12014.0,12246.0,13223.0,13826.0,,,
PBR(배),0.7,0.63,0.64,0.73,0.85,,,
현금DPS(원),175.0,175.0,175.0,200.0,200.0,,,
현금배당수익률,2.14,2.31,2.22,2.08,1.71,,,
현금배당성향(%),94.03,46.37,43.28,19.87,13.21,,,
발행주식수(보통주),11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,,,
