주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,2243.0,2575.0,2137.0,1631.0,1274.0,,,
영업이익,241.0,254.0,57.0,42.0,47.0,,,
영업이익(발표기준),241.0,254.0,57.0,42.0,47.0,,,
세전계속사업이익,188.0,208.0,23.0,12.0,15.0,,,
당기순이익,169.0,183.0,12.0,8.0,11.0,,,
당기순이익(지배),169.0,183.0,12.0,8.0,11.0,,,
당기순이익(비지배),,,,,,,,
자산총계,2027.0,2533.0,2227.0,2265.0,2157.0,,,
부채총계,1449.0,1484.0,1217.0,1248.0,1161.0,,,
자본총계,578.0,1050.0,1010.0,1017.0,996.0,,,
자본총계(지배),578.0,1050.0,1010.0,1017.0,996.0,,,
자본총계(비지배),,,,,,,,
자본금,128.0,160.0,160.0,160.0,160.0,,,
영업활동현금흐름,371.0,-412.0,380.0,114.0,146.0,,,
투자활동현금흐름,-83.0,-107.0,-163.0,-113.0,-27.0,,,
재무활동현금흐름,-287.0,520.0,-199.0,12.0,-133.0,,,
CAPEX,34.0,146.0,194.0,48.0,34.0,,,
FCF,337.0,-558.0,186.0,66.0,113.0,,,
이자발생부채,932.0,1157.0,1006.0,1018.0,917.0,,,
영업이익률,10.75,9.86,2.69,2.55,3.65,,,
순이익률,7.56,7.09,0.57,0.46,0.86,,,
ROE(%),34.83,22.45,1.17,0.75,1.09,,,
ROA(%),8.34,8.01,0.51,0.34,0.5,,,
부채비율,250.81,141.3,120.54,122.77,116.53,,,
자본유보율,350.27,554.14,558.68,563.15,548.93,,,
EPS(원),660.0,637.0,38.0,24.0,34.0,,,
PER(배),,7.29,59.46,113.66,60.12,,,
BPS(원),2251.0,3271.0,3273.0,3296.0,3372.0,,,
PBR(배),0.0,1.42,0.68,0.81,0.61,,,
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,
현금배당수익률,,0.0,0.0,0.0,0.0,,,
현금배당성향(%),0.0,0.0,0.0,0.0,,,,
발행주식수(보통주),25666440.0,32100000.0,32100000.0,32100000.0,31000000.0,,,
