주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,31300.0,33680.0,43343.0,861.0,1238.0,,,
영업이익,1050.0,1241.0,1836.0,80.0,104.0,,,
영업이익(발표기준),1050.0,1241.0,1836.0,2172.0,104.0,,,
세전계속사업이익,933.0,1362.0,1965.0,199.0,-43.0,,,
당기순이익,700.0,1015.0,1528.0,1846.0,34979.0,,,
당기순이익(지배),689.0,1016.0,1517.0,1835.0,34976.0,,,
당기순이익(비지배),11.0,-2.0,12.0,11.0,2.0,,,
자산총계,11599.0,13385.0,16216.0,19176.0,8581.0,,,
부채총계,9569.0,7664.0,8479.0,9754.0,1329.0,,,
자본총계,2030.0,5721.0,7737.0,9422.0,7252.0,,,
자본총계(지배),1937.0,5590.0,7732.0,9240.0,7082.0,,,
자본총계(비지배),93.0,131.0,5.0,182.0,170.0,,,
자본금,246.0,246.0,248.0,495.0,323.0,,,
영업활동현금흐름,2357.0,2603.0,3593.0,3320.0,3841.0,,,
투자활동현금흐름,-1172.0,-2557.0,-4446.0,-1580.0,-3509.0,,,
재무활동현금흐름,-173.0,70.0,267.0,-2248.0,-1186.0,,,
CAPEX,635.0,678.0,933.0,1181.0,1746.0,,,
FCF,1722.0,1925.0,2660.0,2139.0,2095.0,,,
이자발생부채,1091.0,1129.0,678.0,554.0,243.0,,,
영업이익률,3.36,3.69,4.24,9.31,8.44,,,
순이익률,2.24,3.01,3.53,214.48,2824.45,,,
ROE(%),,27.01,22.77,21.62,428.57,,,
ROA(%),,8.12,10.33,10.43,252.03,,,
부채비율,471.47,133.96,109.59,103.53,18.32,,,
자본유보율,1782.78,2148.81,3041.47,1779.47,13439.63,,,
EPS(원),1398.0,2063.0,3072.0,3704.0,74962.0,,,
PER(배),,19.12,28.78,22.76,0.2,,,
BPS(원),3930.0,11343.0,15605.0,18649.0,21957.0,,,
PBR(배),0.0,3.48,5.66,4.52,0.69,,,
현금DPS(원),200.0,300.0,600.0,800.0,200.0,,,
현금배당수익률,,0.76,0.68,0.95,1.31,,,
현금배당성향(%),14.3,14.54,19.6,21.6,0.18,,,
발행주식수(보통주),49279859.0,49279859.0,49547625.0,49547625.0,32263719.0,,,
