주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,4524.0,5942.0,8233.0,9437.0,12163.0,16136.0,15774.0,15974.0
영업이익,535.0,1010.0,2414.0,2307.0,3158.0,3710.0,3956.0,4253.0
영업이익(발표기준),535.0,1010.0,2414.0,2307.0,3158.0,,,
세전계속사업이익,536.0,978.0,2496.0,2359.0,3231.0,3862.0,4000.0,4288.0
당기순이익,360.0,761.0,1900.0,1802.0,2416.0,2924.0,2982.0,3183.0
당기순이익(지배),362.0,756.0,1897.0,1799.0,2402.0,2934.0,2901.0,3106.0
당기순이익(비지배),-3.0,5.0,3.0,3.0,14.0,,,
자산총계,42246.0,47149.0,61522.0,88571.0,115906.0,146758.0,163273.0,165541.0
부채총계,33694.0,37911.0,50424.0,76090.0,100434.0,121136.0,134502.0,138446.0
자본총계,8552.0,9238.0,11098.0,12480.0,15472.0,21416.0,24681.0,27317.0
자본총계(지배),8489.0,9171.0,11031.0,12437.0,15246.0,21225.0,24380.0,27871.0
자본총계(비지배),63.0,67.0,68.0,43.0,226.0,,,
자본금,1105.0,1105.0,1105.0,1105.0,1105.0,1345.0,1668.0,1991.0
영업활동현금흐름,805.0,-1636.0,-1526.0,-4020.0,-8277.0,,,
투자활동현금흐름,-1957.0,-572.0,-458.0,-5647.0,-2922.0,,,
재무활동현금흐름,86.0,2744.0,1986.0,9802.0,11440.0,,,
CAPEX,190.0,88.0,84.0,61.0,85.0,,,
FCF,,,,,,,,
이자발생부채,3762.0,6650.0,6260.0,12349.0,17836.0,,,
영업이익률,11.83,16.99,29.33,24.45,25.97,23.0,25.08,26.62
순이익률,7.95,12.8,23.07,19.1,19.87,18.12,18.91,19.93
ROE(%),4.3,8.56,18.78,15.33,17.36,16.09,12.72,11.89
ROA(%),0.86,1.69,3.49,2.4,2.35,2.23,1.92,1.94
부채비율,393.99,410.36,454.33,609.68,649.14,565.64,544.95,506.81
자본유보율,673.95,736.07,904.4,1029.46,1300.18,,,
EPS(원),1640.0,3420.0,8585.0,8142.0,10870.0,11769.0,11424.0,12232.0
PER(배),30.8,13.48,7.22,8.84,8.06,7.83,8.07,7.54
BPS(원),38413.0,41500.0,49913.0,56278.0,68988.0,83585.0,96010.0,109759.0
PBR(배),1.31,1.11,1.24,1.28,1.27,1.1,0.96,0.84
현금DPS(원),350.0,450.0,700.0,850.0,1300.0,1450.0,1495.0,1546.0
현금배당수익률,0.69,0.98,1.13,1.18,1.48,1.57,1.62,1.68
현금배당성향(%),21.34,13.16,8.15,10.44,11.96,0.11,0.11,0.11
발행주식수(보통주),22099740.0,22099740.0,22099740.0,22099740.0,22099740.0,,,
