주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,568.0,403.0,605.0,1789.0,1809.0,,,
영업이익,2.0,4.0,21.0,188.0,181.0,,,
영업이익(발표기준),2.0,4.0,21.0,188.0,181.0,,,
세전계속사업이익,-10.0,18.0,3.0,180.0,161.0,,,
당기순이익,-9.0,16.0,12.0,179.0,162.0,,,
당기순이익(지배),-9.0,16.0,12.0,179.0,162.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1328.0,1346.0,1641.0,1692.0,1578.0,,,
부채총계,719.0,703.0,854.0,706.0,431.0,,,
자본총계,609.0,643.0,787.0,987.0,1147.0,,,
자본총계(지배),609.0,643.0,787.0,987.0,1147.0,,,
자본총계(비지배),,,,,,,,
자본금,509.0,532.0,673.0,696.0,706.0,,,
영업활동현금흐름,36.0,12.0,117.0,241.0,-67.0,,,
투자활동현금흐름,-14.0,-29.0,-26.0,-226.0,113.0,,,
재무활동현금흐름,-4.0,6.0,32.0,38.0,-210.0,,,
CAPEX,14.0,1.0,6.0,60.0,50.0,,,
FCF,22.0,10.0,111.0,181.0,-117.0,,,
이자발생부채,486.0,475.0,374.0,389.0,170.0,,,
영업이익률,0.4,0.97,3.42,10.5,10.02,,,
순이익률,-1.6,4.09,1.93,10.02,8.94,,,
ROE(%),-1.48,2.63,1.63,20.21,15.17,,,
ROA(%),-0.69,1.23,0.78,10.75,9.89,,,
부채비율,118.14,109.34,108.5,71.55,37.6,,,
자본유보율,25.82,27.44,22.16,46.75,67.47,,,
EPS(원),-89.0,158.0,101.0,1319.0,1149.0,,,
PER(배),-39.28,29.03,149.3,10.31,9.92,,,
BPS(원),6185.0,6245.0,5995.0,7259.0,8321.0,,,
PBR(배),0.57,0.73,2.52,1.87,1.37,,,
현금DPS(원),0.0,0.0,0.0,0.0,,,,
현금배당수익률,0.0,0.0,0.0,0.0,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,,,,
발행주식수(보통주),10176015.0,10636015.0,13468015.0,13928015.0,14116015.0,,,
