주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2366.0,2315.0,2307.0,2283.0,2444.0,,,
영업이익,155.0,141.0,27.0,31.0,-69.0,,,
영업이익(발표기준),155.0,141.0,27.0,31.0,-69.0,,,
세전계속사업이익,155.0,139.0,-4.0,14.0,-67.0,,,
당기순이익,112.0,113.0,-2.0,-2.0,-53.0,,,
당기순이익(지배),112.0,113.0,-2.0,-2.0,-53.0,,,
당기순이익(비지배),,,,,,,,
자산총계,2800.0,2925.0,3010.0,2997.0,2991.0,,,
부채총계,605.0,642.0,751.0,756.0,822.0,,,
자본총계,2195.0,2284.0,2259.0,2241.0,2169.0,,,
자본총계(지배),2195.0,2284.0,2259.0,2241.0,2169.0,,,
자본총계(비지배),,,,,,,,
자본금,200.0,200.0,200.0,200.0,200.0,,,
영업활동현금흐름,173.0,198.0,139.0,136.0,-78.0,,,
투자활동현금흐름,-216.0,-260.0,-84.0,-107.0,-71.0,,,
재무활동현금흐름,38.0,23.0,-35.0,-25.0,119.0,,,
CAPEX,217.0,260.0,94.0,33.0,55.0,,,
FCF,-44.0,-62.0,44.0,103.0,-132.0,,,
이자발생부채,229.0,272.0,258.0,253.0,391.0,,,
영업이익률,6.57,6.11,1.17,1.34,-2.82,,,
순이익률,4.72,4.86,-0.1,-0.09,-2.16,,,
ROE(%),5.19,5.03,-0.11,-0.09,-2.39,,,
ROA(%),4.07,3.93,-0.08,-0.07,-1.76,,,
부채비율,27.57,28.09,33.27,33.72,37.89,,,
자본유보율,997.27,1041.77,1029.49,1018.75,983.62,,,
EPS(원),2794.0,2814.0,-60.0,-52.0,-1318.0,,,
PER(배),7.91,8.35,-332.44,-345.03,-11.87,,,
BPS(원),54864.0,57088.0,56475.0,56026.0,54230.0,,,
PBR(배),0.4,0.41,0.35,0.32,0.29,,,
현금DPS(원),500.0,500.0,500.0,500.0,500.0,,,
현금배당수익률,2.26,2.13,2.51,2.79,3.19,,,
현금배당성향(%),17.9,17.77,-833.19,-963.77,-37.93,,,
발행주식수(보통주),4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,,,
