주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,171086.0,204078.0,175269.0,164921.0,225717.0,242617.0,247701.0,253469.0
영업이익,1589.0,3761.0,3688.0,3181.0,4013.0,5056.0,5544.0,5471.0
영업이익(발표기준),1589.0,3761.0,3688.0,3181.0,4013.0,,,
세전계속사업이익,1779.0,2872.0,1335.0,1746.0,2480.0,3373.0,4486.0,4513.0
당기순이익,1330.0,1764.0,1086.0,1222.0,1668.0,2370.0,3194.0,3204.0
당기순이익(지배),1382.0,1845.0,1289.0,1113.0,1759.0,2534.0,3313.0,3321.0
당기순이익(비지배),-52.0,-81.0,-204.0,110.0,-91.0,,,
자산총계,82686.0,93409.0,80433.0,82888.0,91700.0,95325.0,98836.0,101240.0
부채총계,60384.0,69661.0,56221.0,57851.0,63175.0,65448.0,66472.0,66440.0
자본총계,22302.0,23747.0,24212.0,25037.0,28525.0,29878.0,32361.0,34800.0
자본총계(지배),22275.0,23785.0,24417.0,25158.0,28098.0,29609.0,32206.0,34755.0
자본총계(비지배),27.0,-38.0,-206.0,-122.0,427.0,,,
자본금,5694.0,5694.0,5694.0,5694.0,6169.0,6170.0,6170.0,6170.0
영업활동현금흐름,-3201.0,-4376.0,12676.0,7928.0,3822.0,4939.0,3653.0,5075.0
투자활동현금흐름,-3078.0,-4274.0,-2081.0,-1828.0,-2316.0,-2338.0,-2286.0,-2233.0
재무활동현금흐름,5133.0,9525.0,-10960.0,-6615.0,-1465.0,-539.0,-338.0,-1511.0
CAPEX,1769.0,960.0,1029.0,956.0,728.0,1510.0,1533.0,1403.0
FCF,-4970.0,-5336.0,11647.0,6973.0,3095.0,3067.0,1858.0,3710.0
이자발생부채,39762.0,50319.0,40383.0,35255.0,40328.0,,,
영업이익률,0.93,1.84,2.1,1.93,1.78,2.08,2.24,2.16
순이익률,0.78,0.86,0.62,0.74,0.74,0.98,1.29,1.26
ROE(%),6.26,8.01,5.35,4.49,6.6,8.78,10.72,9.92
ROA(%),1.69,2.0,1.25,1.5,1.91,2.54,3.29,3.2
부채비율,270.75,293.34,232.2,231.07,221.47,219.05,205.41,190.92
자본유보율,279.07,304.36,317.04,326.32,356.28,,,
EPS(원),1214.0,1620.0,1132.0,977.0,1444.0,2054.0,2686.0,2692.0
PER(배),34.02,19.41,14.44,27.64,12.57,8.89,6.8,6.78
BPS(원),19561.0,20887.0,21442.0,22093.0,22774.0,23999.0,26104.0,28170.0
PBR(배),2.11,1.51,0.76,1.22,0.8,0.76,0.7,0.65
현금DPS(원),300.0,500.0,500.0,500.0,500.0,564.0,607.0,629.0
현금배당수익률,0.73,1.59,3.06,1.85,2.75,3.09,3.33,3.44
현금배당성향(%),24.72,30.86,44.16,51.18,35.07,0.27,0.23,0.23
발행주식수(보통주),113876291.0,113876291.0,113876291.0,113876291.0,123375149.0,,,
