주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,3345.0,3800.0,4445.0,3923.0,3334.0,,,
영업이익,338.0,361.0,335.0,205.0,-226.0,,,
영업이익(발표기준),338.0,395.0,477.0,564.0,376.0,,,
세전계속사업이익,282.0,422.0,483.0,419.0,140.0,,,
당기순이익,277.0,420.0,469.0,416.0,136.0,,,
당기순이익(지배),277.0,423.0,476.0,430.0,149.0,,,
당기순이익(비지배),0.0,-3.0,-7.0,-14.0,-13.0,,,
자산총계,3426.0,4575.0,6002.0,6901.0,6898.0,,,
부채총계,704.0,1389.0,2149.0,2520.0,2548.0,,,
자본총계,2722.0,3186.0,3853.0,4381.0,4351.0,,,
자본총계(지배),2717.0,3183.0,3858.0,4399.0,4363.0,,,
자본총계(비지배),6.0,3.0,-4.0,-19.0,-12.0,,,
자본금,119.0,132.0,140.0,145.0,140.0,,,
영업활동현금흐름,-262.0,-747.0,-186.0,36.0,184.0,,,
투자활동현금흐름,-557.0,-462.0,-261.0,-157.0,-208.0,,,
재무활동현금흐름,1623.0,479.0,310.0,58.0,210.0,,,
CAPEX,258.0,274.0,147.0,107.0,137.0,,,
FCF,-520.0,-1021.0,-334.0,-71.0,47.0,,,
이자발생부채,445.0,1005.0,1433.0,1586.0,1882.0,,,
영업이익률,10.09,9.51,7.54,5.23,-6.79,,,
순이익률,8.29,11.05,10.54,10.61,4.08,,,
ROE(%),14.32,14.34,13.51,10.41,3.4,,,
ROA(%),11.43,10.5,8.86,6.45,1.97,,,
부채비율,25.86,43.59,55.78,57.53,58.56,,,
자본유보율,2178.75,2381.07,2728.4,3004.03,3071.56,,,
EPS(원),638.0,884.0,994.0,898.0,311.0,,,
PER(배),42.41,22.18,10.37,8.93,15.2,,,
BPS(원),5675.0,6650.0,8058.0,9190.0,9114.0,,,
PBR(배),4.77,2.95,1.28,0.87,0.52,,,
현금DPS(원),11.0,20.0,100.0,120.0,120.0,,,
현금배당수익률,0.04,0.1,0.97,1.5,2.54,,,
현금배당성향(%),1.96,1.23,9.95,13.2,38.08,,,
발행주식수(보통주),47869508.0,47869508.0,47869508.0,47869508.0,47869508.0,,,
