주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,5984.0,5854.0,7468.0,10112.0,11519.0,11833.0,13765.0,17145.0
영업이익,91.0,147.0,443.0,781.0,948.0,939.0,1343.0,1763.0
영업이익(발표기준),94.0,161.0,443.0,781.0,948.0,,,
세전계속사업이익,-32.0,-98.0,240.0,612.0,717.0,766.0,1223.0,1646.0
당기순이익,-64.0,-111.0,215.0,487.0,485.0,558.0,929.0,1251.0
당기순이익(지배),-54.0,-111.0,216.0,445.0,365.0,420.0,697.0,938.0
당기순이익(비지배),-10.0,,0.0,43.0,120.0,,,
자산총계,4730.0,5177.0,5611.0,8039.0,8757.0,10017.0,10905.0,12242.0
부채총계,3650.0,4180.0,4315.0,5162.0,5634.0,6496.0,6700.0,7115.0
자본총계,1080.0,998.0,1296.0,2877.0,3123.0,3521.0,4205.0,5126.0
자본총계(지배),1080.0,998.0,1294.0,2307.0,2423.0,2819.0,3503.0,4424.0
자본총계(비지배),,,2.0,570.0,701.0,,,
자본금,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0
영업활동현금흐름,111.0,172.0,442.0,299.0,826.0,626.0,1004.0,1056.0
투자활동현금흐름,-254.0,-620.0,-106.0,-933.0,-1860.0,-1293.0,-779.0,-607.0
재무활동현금흐름,100.0,219.0,-122.0,1547.0,682.0,595.0,-14.0,-16.0
CAPEX,237.0,206.0,543.0,1063.0,1645.0,1179.0,688.0,514.0
FCF,-127.0,-33.0,-101.0,-763.0,-819.0,,,
이자발생부채,2737.0,3032.0,3006.0,3519.0,3883.0,,,
영업이익률,1.53,2.52,5.93,7.73,8.23,7.94,9.76,10.28
순이익률,-1.07,-1.89,2.88,4.82,4.21,4.72,6.75,7.3
ROE(%),-4.7,-10.67,18.81,24.71,15.42,16.02,22.05,23.67
ROA(%),-1.38,-2.24,3.99,7.14,5.77,5.94,8.88,10.81
부채비율,338.13,418.98,332.92,179.46,180.39,184.49,159.33,138.8
자본유보율,321.09,270.43,348.02,499.37,610.91,,,
EPS(원),-98.0,-200.0,390.0,804.0,659.0,759.0,1260.0,1696.0
PER(배),-12.41,-4.75,19.4,13.0,15.55,11.79,7.1,5.28
BPS(원),1964.0,1815.0,2353.0,4196.0,4407.0,5165.0,6419.0,8106.0
PBR(배),0.62,0.52,3.21,2.49,2.33,1.73,1.39,1.1
현금DPS(원),0.0,0.0,25.0,25.0,25.0,30.0,30.0,160.0
현금배당수익률,0.0,0.0,0.33,0.24,0.24,0.34,0.34,1.79
현금배당성향(%),0.0,0.0,6.38,3.09,3.77,0.04,0.02,0.09
발행주식수(보통주),55320000.0,55320000.0,55320000.0,55320000.0,55320000.0,,,
