주요재무정보,2013,2014,2015,2016,2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,52.0,55.0,55.0,55.0,56.0,,,
영업이익,-11.0,-10.0,-9.0,-7.0,-4.0,,,
영업이익(발표기준),-11.0,-10.0,-9.0,-7.0,-4.0,,,
세전계속사업이익,-15.0,-14.0,-13.0,-11.0,1.0,,,
당기순이익,-21.0,-14.0,-13.0,-11.0,1.0,,,
당기순이익(지배),-21.0,-14.0,-13.0,-11.0,1.0,,,
당기순이익(비지배),,,,,,,,
자산총계,478.0,465.0,451.0,439.0,430.0,,,
부채총계,195.0,197.0,196.0,198.0,194.0,,,
자본총계,283.0,268.0,255.0,241.0,237.0,,,
자본총계(지배),283.0,268.0,255.0,241.0,237.0,,,
자본총계(비지배),,,,,,,,
자본금,20.0,20.0,20.0,20.0,20.0,,,
영업활동현금흐름,-9.0,-6.0,-6.0,-7.0,-4.0,,,
투자활동현금흐름,27.0,8.0,7.0,11.0,-4.0,,,
재무활동현금흐름,-24.0,0.0,,,,,,
CAPEX,3.0,2.0,2.0,2.0,13.0,,,
FCF,-12.0,-8.0,-8.0,-8.0,-17.0,,,
이자발생부채,122.0,122.0,122.0,122.0,122.0,,,
영업이익률,-20.89,-17.88,-16.27,-13.37,-6.58,,,
순이익률,-40.48,-25.79,-23.11,-20.89,1.69,,,
ROE(%),-7.16,-5.17,-4.83,-4.6,0.4,,,
ROA(%),-4.23,-3.03,-2.76,-2.57,0.22,,,
부채비율,68.93,73.25,76.73,82.09,81.76,,,
자본유보율,430.27,357.45,293.58,223.59,231.86,,,
EPS(원),-5156.0,-3502.0,-3105.0,-2802.0,233.0,,,
PER(배),-5.38,-8.34,-15.41,-21.13,315.28,,,
BPS(원),69490.0,65848.0,62655.0,59155.0,58095.0,,,
PBR(배),0.4,0.44,0.76,1.0,1.26,,,
현금DPS(원),0.0,0.0,0.0,,,,,
현금배당수익률,0.0,0.0,0.0,,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,,,,
발행주식수(보통주),407592.0,407592.0,407592.0,407592.0,407592.0,,,
