주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1974.0,1873.0,1958.0,2029.0,2011.0,,,
영업이익,-36.0,-31.0,-50.0,-70.0,16.0,,,
영업이익(발표기준),-36.0,-31.0,-50.0,-70.0,16.0,,,
세전계속사업이익,-63.0,-80.0,-59.0,-96.0,8.0,,,
당기순이익,-61.0,-81.0,-59.0,-96.0,8.0,,,
당기순이익(지배),-61.0,-81.0,-59.0,-96.0,8.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1988.0,1799.0,1614.0,1597.0,1421.0,,,
부채총계,1088.0,987.0,859.0,941.0,756.0,,,
자본총계,900.0,812.0,755.0,656.0,665.0,,,
자본총계(지배),900.0,812.0,755.0,656.0,665.0,,,
자본총계(비지배),,,,,,,,
자본금,295.0,295.0,295.0,295.0,295.0,,,
영업활동현금흐름,64.0,62.0,35.0,78.0,19.0,,,
투자활동현금흐름,21.0,-25.0,-32.0,-20.0,3.0,,,
재무활동현금흐름,-83.0,-24.0,-82.0,8.0,-39.0,,,
CAPEX,30.0,35.0,39.0,39.0,33.0,,,
FCF,35.0,28.0,-4.0,39.0,-14.0,,,
이자발생부채,297.0,256.0,234.0,254.0,238.0,,,
영업이익률,-1.81,-1.64,-2.56,-3.46,0.81,,,
순이익률,-3.12,-4.34,-3.0,-4.71,0.38,,,
ROE(%),-6.63,-9.49,-7.51,-13.56,1.16,,,
ROA(%),-3.01,-4.29,-3.45,-5.96,0.51,,,
부채비율,120.87,121.53,113.85,143.32,113.62,,,
자본유보율,209.92,180.46,160.97,127.57,130.52,,,
EPS(원),-104.0,-138.0,-100.0,-162.0,13.0,,,
PER(배),-7.4,-9.65,-26.25,-10.84,80.61,,,
BPS(원),1527.0,1378.0,1281.0,1114.0,1128.0,,,
PBR(배),0.51,0.97,2.05,1.58,0.93,,,
현금DPS(원),0.0,0.0,0.0,,,,,
현금배당수익률,0.0,0.0,0.0,,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),58932995.0,58932995.0,58932995.0,58932995.0,58932995.0,,,
