주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,54.0,96.0,94.0,98.0,82.0,,,
영업이익,1.0,19.0,9.0,17.0,8.0,,,
영업이익(발표기준),-11.0,22.0,17.0,50.0,-68.0,,,
세전계속사업이익,-11.0,23.0,17.0,51.0,-171.0,,,
당기순이익,-11.0,23.0,17.0,51.0,-171.0,,,
당기순이익(지배),-11.0,23.0,17.0,51.0,-171.0,,,
당기순이익(비지배),,,,,,,,
자산총계,610.0,596.0,597.0,568.0,386.0,,,
부채총계,1.0,1.0,35.0,53.0,24.0,,,
자본총계,610.0,595.0,561.0,515.0,362.0,,,
자본총계(지배),610.0,595.0,561.0,515.0,362.0,,,
자본총계(비지배),,,,,,,,
자본금,652.0,652.0,652.0,652.0,652.0,,,
영업활동현금흐름,-12.0,49.0,43.0,22.0,30.0,,,
투자활동현금흐름,-595.0,-1.0,0.0,21.0,0.0,,,
재무활동현금흐름,613.0,-46.0,-46.0,-40.0,-26.0,,,
CAPEX,577.0,0.0,0.0,,,,,
FCF,-590.0,49.0,42.0,22.0,30.0,,,
이자발생부채,,,,,,,,
영업이익률,1.0,20.26,10.0,17.03,9.25,,,
순이익률,-20.07,23.62,18.13,51.83,-209.33,,,
ROE(%),,3.75,2.95,9.39,-39.06,,,
ROA(%),,3.74,2.86,8.68,-35.92,,,
부채비율,0.09,0.1,6.31,10.24,6.63,,,
자본유보율,-7.69,-11.21,-16.19,-21.18,-47.44,,,
EPS(원),-127.0,173.0,131.0,387.0,-1313.0,,,
PER(배),-39.27,23.69,19.45,6.26,-1.77,,,
BPS(원),4673.0,4562.0,4304.0,3948.0,2774.0,,,
PBR(배),1.07,0.9,0.59,0.61,0.84,,,
현금DPS(원),148.0,349.0,350.0,311.0,198.0,,,
현금배당수익률,2.96,8.51,13.78,12.82,8.5,,,
현금배당성향(%),-176.73,201.7,267.99,79.67,-15.23,,,
발행주식수(보통주),13044500.0,13044500.0,13044500.0,13044500.0,13044500.0,,,
