주요재무정보,2013,2014,2015,2016,2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,1202.0,1143.0,1074.0,1245.0,1446.0,,,
영업이익,69.0,-2.0,-52.0,44.0,106.0,,,
영업이익(발표기준),69.0,-2.0,-52.0,44.0,106.0,,,
세전계속사업이익,80.0,-14.0,-68.0,44.0,102.0,,,
당기순이익,69.0,-17.0,-83.0,38.0,94.0,,,
당기순이익(지배),69.0,-17.0,-82.0,39.0,94.0,,,
당기순이익(비지배),0.0,0.0,0.0,-2.0,,,,
자산총계,603.0,912.0,793.0,807.0,848.0,,,
부채총계,262.0,388.0,334.0,311.0,281.0,,,
자본총계,341.0,524.0,459.0,497.0,567.0,,,
자본총계(지배),339.0,522.0,457.0,496.0,567.0,,,
자본총계(비지배),2.0,2.0,2.0,0.0,,,,
자본금,255.0,346.0,355.0,355.0,355.0,,,
영업활동현금흐름,59.0,-148.0,-45.0,80.0,88.0,,,
투자활동현금흐름,-123.0,-69.0,1.0,-7.0,-52.0,,,
재무활동현금흐름,-86.0,321.0,-67.0,-19.0,-32.0,,,
CAPEX,140.0,79.0,10.0,7.0,3.0,,,
FCF,-81.0,-227.0,-55.0,73.0,85.0,,,
이자발생부채,73.0,195.0,112.0,96.0,74.0,,,
영업이익률,5.74,-0.15,-4.84,3.56,7.33,,,
순이익률,5.76,-1.52,-7.71,3.02,6.53,,,
ROE(%),22.82,-4.04,-16.82,8.23,17.76,,,
ROA(%),11.64,-2.3,-9.71,4.7,11.41,,,
부채비율,76.83,73.95,72.71,62.57,49.65,,,
자본유보율,35.39,52.63,30.52,41.57,63.21,,,
EPS(원),125.0,-30.0,-118.0,55.0,133.0,,,
PER(배),11.23,-46.8,-10.53,32.77,10.5,,,
BPS(원),611.0,754.0,644.0,699.0,806.0,,,
PBR(배),2.3,1.87,1.93,2.59,1.73,,,
현금DPS(원),0.0,0.0,0.0,15.0,20.0,,,
현금배당수익률,0.0,0.0,0.0,0.83,1.43,,,
현금배당성향(%),0.0,0.0,0.0,27.16,14.91,,,
발행주식수(보통주),55420251.0,69256324.0,71047521.0,71047521.0,71047521.0,,,
