주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1860.0,1619.0,1851.0,1814.0,1698.0,,,
영업이익,198.0,207.0,235.0,136.0,104.0,,,
영업이익(발표기준),240.0,223.0,260.0,136.0,104.0,,,
세전계속사업이익,223.0,249.0,333.0,205.0,282.0,,,
당기순이익,166.0,169.0,248.0,152.0,193.0,,,
당기순이익(지배),66.0,78.0,112.0,57.0,153.0,,,
당기순이익(비지배),100.0,91.0,136.0,95.0,40.0,,,
자산총계,2301.0,2396.0,2603.0,2788.0,2917.0,,,
부채총계,339.0,349.0,441.0,482.0,476.0,,,
자본총계,1963.0,2047.0,2162.0,2307.0,2441.0,,,
자본총계(지배),1187.0,1228.0,1281.0,1327.0,1451.0,,,
자본총계(비지배),776.0,818.0,881.0,980.0,990.0,,,
자본금,75.0,75.0,75.0,75.0,75.0,,,
영업활동현금흐름,295.0,117.0,272.0,175.0,78.0,,,
투자활동현금흐름,-262.0,-70.0,-186.0,-194.0,23.0,,,
재무활동현금흐름,-69.0,-57.0,33.0,-48.0,-49.0,,,
CAPEX,81.0,47.0,88.0,68.0,48.0,,,
FCF,214.0,70.0,183.0,108.0,30.0,,,
이자발생부채,49.0,33.0,120.0,123.0,125.0,,,
영업이익률,10.66,12.8,12.72,7.51,6.15,,,
순이익률,8.91,10.45,13.39,8.36,11.38,,,
ROE(%),5.59,6.46,8.9,4.35,11.02,,,
ROA(%),7.27,7.21,9.92,5.62,6.77,,,
부채비율,17.26,17.06,20.38,20.89,19.51,,,
자본유보율,1645.94,1694.8,1805.69,1857.66,2037.52,,,
EPS(원),439.0,523.0,747.0,380.0,1025.0,,,
PER(배),11.27,8.91,7.77,13.75,4.68,,,
BPS(원),8758.0,9063.0,9455.0,9790.0,10707.0,,,
PBR(배),0.57,0.51,0.61,0.53,0.45,,,
현금DPS(원),150.0,200.0,200.0,200.0,200.0,,,
현금배당수익률,3.03,4.29,3.44,3.83,4.17,,,
현금배당성향(%),30.99,34.72,24.28,47.81,17.7,,,
발행주식수(보통주),14934008.0,14934008.0,14934008.0,14934008.0,14934008.0,,,
