주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2226.0,1998.0,1713.0,1293.0,1471.0,,,
영업이익,-61.0,-85.0,32.0,-120.0,-65.0,,,
영업이익(발표기준),-61.0,-85.0,32.0,-120.0,-65.0,,,
세전계속사업이익,-78.0,-132.0,24.0,-146.0,-308.0,,,
당기순이익,-88.0,-124.0,23.0,-147.0,-306.0,,,
당기순이익(지배),-88.0,-124.0,23.0,-147.0,-306.0,,,
당기순이익(비지배),,,,,,,,
자산총계,2167.0,1858.0,1775.0,1598.0,1504.0,,,
부채총계,1172.0,993.0,891.0,792.0,974.0,,,
자본총계,995.0,865.0,884.0,805.0,530.0,,,
자본총계(지배),995.0,865.0,884.0,805.0,530.0,,,
자본총계(비지배),,,,,,,,
자본금,407.0,407.0,407.0,428.0,436.0,,,
영업활동현금흐름,171.0,-138.0,43.0,68.0,-46.0,,,
투자활동현금흐름,-23.0,-16.0,12.0,-9.0,9.0,,,
재무활동현금흐름,-32.0,27.0,-11.0,-84.0,59.0,,,
CAPEX,16.0,19.0,18.0,18.0,4.0,,,
FCF,155.0,-158.0,25.0,50.0,-50.0,,,
이자발생부채,559.0,631.0,557.0,437.0,481.0,,,
영업이익률,-2.75,-4.25,1.9,-9.26,-4.41,,,
순이익률,-3.94,-6.2,1.35,-11.33,-20.8,,,
ROE(%),-8.44,-13.33,2.65,-17.34,-45.85,,,
ROA(%),-4.08,-6.16,1.28,-8.69,-19.74,,,
부채비율,117.85,114.77,100.73,98.39,183.91,,,
자본유보율,144.21,112.4,117.07,88.18,21.43,,,
EPS(원),-108.0,-152.0,28.0,-176.0,-353.0,,,
PER(배),-12.04,-7.07,47.58,-7.17,-2.34,,,
BPS(원),1221.0,1062.0,1085.0,941.0,607.0,,,
PBR(배),1.06,1.01,1.25,1.34,1.36,,,
현금DPS(원),0.0,0.0,0.0,0.0,,,,
현금배당수익률,0.0,0.0,0.0,0.0,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),81451824.0,81451824.0,81451824.0,85584047.0,87236939.0,,,
