주요재무정보,2013(IFRS별도),2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,3799.0,3642.0,3082.0,3044.0,3791.0,,,
영업이익,62.0,104.0,20.0,123.0,235.0,,,
영업이익(발표기준),62.0,104.0,20.0,123.0,235.0,,,
세전계속사업이익,148.0,144.0,55.0,174.0,303.0,,,
당기순이익,93.0,112.0,42.0,134.0,233.0,,,
당기순이익(지배),93.0,112.0,42.0,134.0,233.0,,,
당기순이익(비지배),,,,,,,,
자산총계,3601.0,3569.0,3475.0,3714.0,3968.0,,,
부채총계,535.0,410.0,318.0,449.0,520.0,,,
자본총계,3065.0,3159.0,3157.0,3265.0,3447.0,,,
자본총계(지배),3065.0,3159.0,3157.0,3265.0,3447.0,,,
자본총계(비지배),,,,,,,,
자본금,121.0,121.0,121.0,121.0,121.0,,,
영업활동현금흐름,310.0,57.0,418.0,214.0,242.0,,,
투자활동현금흐름,-321.0,-55.0,-222.0,-276.0,-70.0,,,
재무활동현금흐름,-87.0,-34.0,-53.0,-14.0,-59.0,,,
CAPEX,91.0,52.0,26.0,12.0,49.0,,,
FCF,219.0,5.0,392.0,201.0,193.0,,,
이자발생부채,17.0,10.0,,,,,,
영업이익률,1.63,2.86,0.64,4.04,6.19,,,
순이익률,2.45,3.08,1.36,4.41,6.16,,,
ROE(%),3.02,,1.33,4.18,6.96,,,
ROA(%),2.58,,1.19,3.74,6.08,,,
부채비율,17.46,13.0,10.07,13.76,15.09,,,
자본유보율,2495.9,2585.57,2598.57,2691.52,2854.89,,,
EPS(원),3834.0,4623.0,1733.0,5539.0,9627.0,,,
PER(배),12.91,14.23,32.83,15.06,7.0,,,
BPS(원),133494.0,138607.0,140842.0,146240.0,157711.0,,,
PBR(배),0.37,0.47,0.4,0.57,0.43,,,
현금DPS(원),750.0,1000.0,600.0,1200.0,1700.0,,,
현금배당수익률,1.52,1.52,1.05,1.44,2.52,,,
현금배당성향(%),18.52,20.33,32.0,19.94,15.92,,,
발행주식수(보통주),2425215.0,2425215.0,2425215.0,2425215.0,2425215.0,,,
