주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,4035.0,4804.0,5514.0,5512.0,6218.0,,,
영업이익,45.0,25.0,116.0,139.0,25.0,,,
영업이익(발표기준),45.0,25.0,116.0,139.0,25.0,,,
세전계속사업이익,41.0,-13.0,69.0,117.0,-28.0,,,
당기순이익,25.0,-17.0,50.0,80.0,-41.0,,,
당기순이익(지배),24.0,-23.0,42.0,86.0,-36.0,,,
당기순이익(비지배),1.0,5.0,7.0,-6.0,-6.0,,,
자산총계,5192.0,5240.0,5636.0,5779.0,6173.0,,,
부채총계,2547.0,2557.0,2906.0,2954.0,3472.0,,,
자본총계,2646.0,2683.0,2729.0,2825.0,2701.0,,,
자본총계(지배),2653.0,2686.0,2682.0,2776.0,2665.0,,,
자본총계(비지배),-7.0,-3.0,48.0,49.0,36.0,,,
자본금,105.0,123.0,124.0,126.0,126.0,,,
영업활동현금흐름,-117.0,141.0,248.0,314.0,44.0,,,
투자활동현금흐름,-228.0,-45.0,-309.0,-218.0,-278.0,,,
재무활동현금흐름,484.0,-44.0,173.0,-34.0,307.0,,,
CAPEX,124.0,105.0,125.0,193.0,251.0,,,
FCF,-241.0,36.0,123.0,121.0,-206.0,,,
이자발생부채,1604.0,1511.0,1769.0,1797.0,2143.0,,,
영업이익률,1.11,0.52,2.1,2.52,0.4,,,
순이익률,0.62,-0.36,0.9,1.46,-0.66,,,
ROE(%),0.91,-0.85,1.58,3.16,-1.31,,,
ROA(%),0.51,-0.33,0.92,1.41,-0.69,,,
부채비율,96.26,95.3,106.48,104.54,128.56,,,
자본유보율,2467.53,2137.18,2102.5,2129.98,2078.66,,,
EPS(원),219.0,-191.0,336.0,683.0,-283.0,,,
PER(배),29.5,-35.93,35.83,15.36,-27.23,,,
BPS(원),25209.0,22070.0,22038.0,22819.0,21902.0,,,
PBR(배),0.26,0.31,0.55,0.46,0.35,,,
현금DPS(원),96.0,146.0,165.0,205.0,,,,
현금배당수익률,1.48,2.12,1.37,1.95,,,,
현금배당성향(%),41.87,-78.11,47.21,28.94,0.0,,,
발행주식수(보통주),10961160.0,12607989.0,12607989.0,12607989.0,12607989.0,,,
