주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,9288.0,9187.0,8921.0,8445.0,9222.0,9782.0,10138.0,10473.0
영업이익,305.0,497.0,960.0,935.0,627.0,1004.0,1114.0,1193.0
영업이익(발표기준),3130.0,497.0,960.0,1159.0,627.0,,,
세전계속사업이익,10.0,466.0,924.0,784.0,685.0,800.0,861.0,945.0
당기순이익,1777.0,10815.0,797.0,804.0,435.0,643.0,688.0,754.0
당기순이익(지배),1780.0,10787.0,752.0,753.0,430.0,619.0,692.0,745.0
당기순이익(비지배),-3.0,28.0,45.0,51.0,5.0,,,
자산총계,50771.0,16794.0,16060.0,19140.0,18523.0,19331.0,20037.0,20754.0
부채총계,33584.0,7343.0,6633.0,9575.0,9186.0,9499.0,9666.0,9780.0
자본총계,17187.0,9452.0,9427.0,9565.0,9337.0,9831.0,10373.0,10976.0
자본총계(지배),16531.0,9165.0,9097.0,9196.0,9337.0,9823.0,10361.0,10956.0
자본총계(비지배),656.0,287.0,330.0,369.0,0.0,,,
자본금,911.0,551.0,551.0,551.0,551.0,551.0,551.0,551.0
영업활동현금흐름,5538.0,2065.0,408.0,859.0,526.0,277.0,635.0,686.0
투자활동현금흐름,-8514.0,-5087.0,-60.0,-105.0,20.0,-259.0,-184.0,-159.0
재무활동현금흐름,8025.0,-2470.0,-530.0,-1214.0,-297.0,40.0,-68.0,-129.0
CAPEX,3203.0,1625.0,187.0,131.0,275.0,217.0,220.0,223.0
FCF,2335.0,439.0,221.0,728.0,250.0,60.0,415.0,463.0
이자발생부채,18844.0,5348.0,4882.0,6850.0,6436.0,,,
영업이익률,3.29,5.41,10.76,11.07,6.8,10.27,10.99,11.39
순이익률,19.13,117.73,8.93,9.52,4.72,6.57,6.79,7.2
ROE(%),11.27,83.96,8.23,8.24,4.64,6.46,6.85,6.99
ROA(%),3.9,32.01,4.85,4.57,2.31,3.4,3.5,3.7
부채비율,195.4,77.68,70.37,100.11,98.38,96.62,93.19,89.1
자본유보율,1715.25,4789.13,1747.03,1676.3,1739.11,,,
EPS(원),9852.0,72030.0,6959.0,6975.0,3982.0,5730.0,6401.0,6900.0
PER(배),11.76,0.96,9.25,8.69,15.75,7.32,6.55,6.08
BPS(원),92876.0,85901.0,85265.0,86195.0,87515.0,92073.0,97112.0,102689.0
PBR(배),1.25,0.81,0.76,0.7,0.72,0.46,0.43,0.41
현금DPS(원),1200.0,500.0,1200.0,1250.0,1350.0,1350.0,1367.0,1383.0
현금배당수익률,1.04,0.72,1.86,2.06,2.15,3.22,3.26,3.3
현금배당성향(%),12.0,0.49,17.03,17.7,33.48,0.24,0.21,0.2
발행주식수(보통주),17999488.0,10802691.0,10802691.0,10802691.0,10802691.0,,,
