주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2854.0,2444.0,2444.0,2456.0,2086.0,,,
영업이익,0.0,-84.0,43.0,12.0,-99.0,,,
영업이익(발표기준),0.0,-84.0,43.0,12.0,-99.0,,,
세전계속사업이익,39.0,-170.0,-76.0,-40.0,-136.0,,,
당기순이익,19.0,-115.0,-71.0,-41.0,-96.0,,,
당기순이익(지배),20.0,-115.0,-70.0,-41.0,-96.0,,,
당기순이익(비지배),0.0,0.0,0.0,-1.0,0.0,,,
자산총계,2552.0,3644.0,3705.0,3716.0,3560.0,,,
부채총계,1833.0,1931.0,2068.0,1926.0,1876.0,,,
자본총계,719.0,1713.0,1638.0,1790.0,1683.0,,,
자본총계(지배),719.0,1713.0,1638.0,1791.0,1685.0,,,
자본총계(비지배),0.0,0.0,-1.0,-1.0,-1.0,,,
자본금,53.0,53.0,53.0,53.0,53.0,,,
영업활동현금흐름,-210.0,187.0,-92.0,-79.0,31.0,,,
투자활동현금흐름,74.0,-33.0,-12.0,162.0,196.0,,,
재무활동현금흐름,123.0,-133.0,101.0,-87.0,-246.0,,,
CAPEX,16.0,48.0,6.0,9.0,13.0,,,
FCF,-226.0,139.0,-98.0,-88.0,18.0,,,
이자발생부채,1528.0,1394.0,1498.0,1411.0,1166.0,,,
영업이익률,0.01,-3.44,1.76,0.49,-4.76,,,
순이익률,0.67,-4.72,-2.89,-1.69,-4.6,,,
ROE(%),2.77,-9.45,-4.19,-2.38,-5.51,,,
ROA(%),0.77,-3.72,-1.92,-1.12,-2.64,,,
부채비율,254.76,112.72,126.26,107.58,111.44,,,
자본유보율,1250.16,1030.65,894.86,818.79,644.61,,,
EPS(원),371.0,-2168.0,-1325.0,-770.0,-1808.0,,,
PER(배),9.93,-2.86,-9.67,-23.32,-8.23,,,
BPS(원),13568.0,32326.0,30907.0,33801.0,31785.0,,,
PBR(배),0.27,0.19,0.41,0.53,0.47,,,
현금DPS(원),0.0,0.0,0.0,0.0,,,,
현금배당수익률,0.0,0.0,0.0,0.0,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),5300000.0,5300000.0,5300000.0,5300000.0,5300000.0,,,
