주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,39858.0,39675.0,46524.0,34465.0,24534.0,25719.0,28521.0,31411.0
영업이익,-2752.0,-8677.0,666.0,1911.0,1079.0,1003.0,1295.0,1815.0
영업이익(발표기준),-2752.0,-8677.0,666.0,2075.0,1079.0,,,
세전계속사업이익,-3293.0,-8964.0,498.0,1910.0,7333.0,1694.0,1390.0,1921.0
당기순이익,-2671.0,-6793.0,257.0,396.0,4452.0,1363.0,1065.0,1466.0
당기순이익(지배),-2378.0,-6328.0,382.0,346.0,4369.0,1298.0,1026.0,1419.0
당기순이익(비지배),-293.0,-464.0,-125.0,50.0,82.0,,,
자산총계,102277.0,100637.0,94380.0,92263.0,83194.0,82914.0,84758.0,87851.0
부채총계,69867.0,81371.0,76412.0,69679.0,59803.0,58596.0,59361.0,61041.0
자본총계,32410.0,19266.0,17968.0,22584.0,23391.0,24454.0,25398.0,26811.0
자본총계(지배),30926.0,17973.0,16750.0,21425.0,22168.0,23194.0,24105.0,25475.0
자본총계(비지배),1484.0,1293.0,1218.0,1159.0,1224.0,,,
자본금,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
영업활동현금흐름,-6537.0,4058.0,-12126.0,5297.0,-6793.0,3849.0,43.0,458.0
투자활동현금흐름,-103.0,1811.0,-657.0,1076.0,7414.0,-8372.0,-3550.0,-3482.0
재무활동현금흐름,7506.0,-1139.0,12184.0,-4899.0,-2050.0,276.0,-1007.0,-816.0
CAPEX,620.0,627.0,367.0,302.0,654.0,1912.0,448.0,378.0
FCF,-7157.0,3430.0,-12493.0,4994.0,-7448.0,-1134.0,873.0,992.0
이자발생부채,44189.0,53930.0,53997.0,53533.0,4624.0,,,
영업이익률,-6.9,-21.87,1.43,5.54,4.4,3.9,4.54,5.78
순이익률,-6.7,-17.12,0.55,1.15,18.14,5.3,3.73,4.67
ROE(%),-7.58,-25.88,2.2,1.81,20.05,5.72,4.34,5.73
ROA(%),-2.98,-6.69,0.26,0.42,5.07,1.64,1.27,1.7
부채비율,215.57,422.36,425.27,308.54,255.66,239.62,233.72,227.67
자본유보율,1962.71,1302.19,1325.38,1362.19,1801.36,,,
EPS(원),-11889.0,-31642.0,1910.0,1729.0,21847.0,6491.0,5131.0,7096.0
PER(배),-14.97,-2.2,27.28,38.87,3.6,15.07,19.06,13.78
BPS(원),157864.0,91079.0,83992.0,107433.0,111160.0,116305.0,120873.0,127744.0
PBR(배),1.13,0.77,0.62,0.63,0.71,0.84,0.81,0.77
현금DPS(원),800.0,0.0,0.0,,,405.0,92.0,98.0
현금배당수익률,0.45,0.0,0.0,,,0.41,0.09,0.1
현금배당성향(%),-6.59,0.0,0.0,0.0,0.0,0.06,0.02,0.01
발행주식수(보통주),20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,,,
