주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,5660.0,6045.0,6613.0,7142.0,7444.0,7264.0,7550.0,8267.0
영업이익,525.0,684.0,827.0,904.0,661.0,458.0,481.0,532.0
영업이익(발표기준),525.0,684.0,827.0,904.0,661.0,,,
세전계속사업이익,533.0,734.0,880.0,886.0,641.0,503.0,530.0,581.0
당기순이익,430.0,575.0,689.0,672.0,498.0,393.0,403.0,441.0
당기순이익(지배),430.0,575.0,689.0,672.0,498.0,393.0,403.0,441.0
당기순이익(비지배),,,,,,,,
자산총계,5721.0,6467.0,7039.0,8218.0,8752.0,9005.0,9383.0,9891.0
부채총계,1338.0,1477.0,1442.0,2074.0,1996.0,1968.0,2016.0,2157.0
자본총계,4383.0,4990.0,5596.0,6144.0,6756.0,7037.0,7366.0,7734.0
자본총계(지배),4383.0,4990.0,5596.0,6144.0,6756.0,7037.0,7366.0,7734.0
자본총계(비지배),,,,,,,,
자본금,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
영업활동현금흐름,885.0,768.0,931.0,1489.0,767.0,947.0,858.0,869.0
투자활동현금흐름,-772.0,-808.0,-647.0,-1067.0,-754.0,-722.0,-773.0,-886.0
재무활동현금흐름,-37.0,-35.0,-65.0,-130.0,-121.0,-83.0,-83.0,-73.0
CAPEX,638.0,834.0,582.0,491.0,779.0,683.0,691.0,761.0
FCF,247.0,-66.0,349.0,998.0,-12.0,,,
이자발생부채,67.0,92.0,94.0,34.0,28.0,,,
영업이익률,9.28,11.31,12.5,12.66,8.88,6.3,6.37,6.44
순이익률,7.6,9.52,10.42,9.41,6.69,5.41,5.34,5.33
ROE(%),10.32,12.28,13.01,11.45,7.72,5.7,5.6,5.84
ROA(%),8.04,9.44,10.2,8.81,5.87,4.43,4.38,4.58
부채비율,30.53,29.61,25.77,33.75,29.55,27.97,27.37,27.89
자본유보율,8138.52,9130.12,10335.81,11476.6,12317.41,,,
EPS(원),4130.0,5525.0,6614.0,6452.0,4783.0,3773.0,3869.0,4234.0
PER(배),10.05,12.22,14.85,12.2,13.99,11.57,11.28,10.31
BPS(원),42081.0,47909.0,53734.0,58993.0,64864.0,67566.0,70725.0,74258.0
PBR(배),0.99,1.41,1.83,1.33,1.03,0.65,0.62,0.59
현금DPS(원),350.0,450.0,600.0,700.0,700.0,700.0,700.0,700.0
현금배당수익률,0.84,0.67,0.61,0.89,1.05,1.6,1.6,1.6
현금배당성향(%),8.47,8.14,9.07,10.85,14.63,0.19,0.18,0.17
발행주식수(보통주),10415000.0,10415000.0,10415000.0,10415000.0,10415000.0,,,
