주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2583.0,2451.0,2313.0,2134.0,2576.0,,,
영업이익,225.0,184.0,189.0,165.0,189.0,,,
영업이익(발표기준),225.0,184.0,189.0,165.0,189.0,,,
세전계속사업이익,232.0,218.0,221.0,186.0,181.0,,,
당기순이익,181.0,181.0,158.0,140.0,127.0,,,
당기순이익(지배),180.0,186.0,157.0,139.0,123.0,,,
당기순이익(비지배),1.0,-5.0,0.0,0.0,4.0,,,
자산총계,1551.0,1840.0,1953.0,2024.0,2170.0,,,
부채총계,352.0,460.0,437.0,392.0,453.0,,,
자본총계,1199.0,1380.0,1516.0,1632.0,1717.0,,,
자본총계(지배),1150.0,1315.0,1437.0,1553.0,1639.0,,,
자본총계(비지배),49.0,65.0,79.0,79.0,78.0,,,
자본금,100.0,100.0,100.0,100.0,100.0,,,
영업활동현금흐름,251.0,85.0,180.0,24.0,-3.0,,,
투자활동현금흐름,-241.0,-71.0,-146.0,95.0,61.0,,,
재무활동현금흐름,-52.0,27.0,-31.0,-109.0,-1.0,,,
CAPEX,15.0,13.0,25.0,16.0,32.0,,,
FCF,236.0,71.0,154.0,9.0,-35.0,,,
이자발생부채,50.0,100.0,116.0,34.0,57.0,,,
영업이익률,8.72,7.49,8.19,7.72,7.32,,,
순이익률,6.99,7.38,6.81,6.55,4.93,,,
ROE(%),16.79,15.05,11.42,9.33,7.69,,,
ROA(%),12.08,10.67,8.31,7.03,6.06,,,
부채비율,29.37,33.32,28.85,24.04,26.38,,,
자본유보율,1054.49,1216.01,1330.36,1444.29,1543.61,,,
EPS(원),8989.0,9275.0,7858.0,6972.0,6136.0,,,
PER(배),5.45,4.67,5.45,6.96,9.58,,,
BPS(원),57482.0,65771.0,71848.0,77662.0,81948.0,,,
PBR(배),0.85,0.66,0.6,0.62,0.72,,,
현금DPS(원),1000.0,2000.0,1300.0,1300.0,1000.0,,,
현금배당수익률,2.04,4.61,3.04,2.68,1.7,,,
현금배당성향(%),11.12,21.56,16.54,18.65,16.3,,,
발행주식수(보통주),2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,
