주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,10662.0,11076.0,13738.0,18703.0,20655.0,21630.0,23335.0,24960.0
영업이익,359.0,469.0,569.0,655.0,547.0,654.0,768.0,849.0
영업이익(발표기준),359.0,469.0,569.0,655.0,547.0,,,
세전계속사업이익,267.0,413.0,516.0,618.0,505.0,624.0,743.0,826.0
당기순이익,221.0,334.0,376.0,495.0,382.0,482.0,572.0,636.0
당기순이익(지배),220.0,333.0,376.0,495.0,382.0,482.0,573.0,636.0
당기순이익(비지배),0.0,0.0,0.0,0.0,0.0,,,
자산총계,5545.0,5717.0,6129.0,6746.0,7344.0,7653.0,8302.0,8920.0
부채총계,3584.0,3482.0,3591.0,3823.0,4544.0,4439.0,4595.0,4665.0
자본총계,1961.0,2236.0,2538.0,2923.0,2800.0,3215.0,3706.0,4260.0
자본총계(지배),1964.0,2238.0,2540.0,2925.0,2802.0,3214.0,3702.0,4252.0
자본총계(비지배),-3.0,-2.0,-2.0,-2.0,-2.0,,,
자본금,431.0,431.0,431.0,431.0,431.0,430.0,430.0,430.0
영업활동현금흐름,701.0,424.0,443.0,796.0,631.0,855.0,957.0,1001.0
투자활동현금흐름,-524.0,-206.0,-457.0,-506.0,-509.0,-471.0,-469.0,-467.0
재무활동현금흐름,-153.0,-199.0,4.0,-346.0,9.0,-212.0,-65.0,-144.0
CAPEX,418.0,284.0,413.0,280.0,580.0,449.0,419.0,434.0
FCF,284.0,140.0,30.0,517.0,51.0,317.0,450.0,468.0
이자발생부채,1994.0,1832.0,1880.0,1627.0,2137.0,,,
영업이익률,3.37,4.23,4.14,3.5,2.65,3.03,3.29,3.4
순이익률,2.07,3.01,2.74,2.65,1.85,2.23,2.45,2.55
ROE(%),11.78,15.86,15.73,18.12,13.33,16.04,16.56,16.0
ROA(%),4.01,5.92,6.35,7.69,5.42,6.43,7.18,7.39
부채비율,182.77,155.74,141.53,130.78,162.27,138.07,124.0,109.52
자본유보율,327.77,391.9,461.75,561.37,636.52,,,
EPS(원),2555.0,3861.0,4354.0,5737.0,4424.0,5591.0,6635.0,7374.0
PER(배),23.57,38.85,63.5,29.54,35.38,22.36,18.84,16.95
BPS(원),23458.0,26734.0,30335.0,35095.0,34567.0,39660.0,45676.0,52464.0
PBR(배),2.57,5.61,9.11,4.83,4.53,3.15,2.74,2.38
현금DPS(원),663.0,762.0,869.0,956.0,956.0,963.0,991.0,991.0
현금배당수익률,1.1,0.51,0.31,0.56,0.61,0.77,0.79,0.79
현금배당성향(%),16.97,12.9,13.04,10.83,13.45,0.17,0.15,0.13
발행주식수(보통주),8629009.0,8629009.0,8629009.0,8629009.0,8629009.0,,,
