주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,882.0,989.0,965.0,971.0,1141.0,,,
영업이익,4.0,21.0,-78.0,-35.0,7.0,,,
영업이익(발표기준),4.0,21.0,-78.0,-35.0,7.0,,,
세전계속사업이익,-100.0,7.0,-96.0,-58.0,-4.0,,,
당기순이익,-81.0,6.0,-109.0,-77.0,-6.0,,,
당기순이익(지배),-81.0,6.0,-108.0,-76.0,-8.0,,,
당기순이익(비지배),,,-1.0,-1.0,2.0,,,
자산총계,986.0,1010.0,894.0,769.0,791.0,,,
부채총계,607.0,603.0,586.0,523.0,554.0,,,
자본총계,379.0,407.0,308.0,246.0,237.0,,,
자본총계(지배),379.0,407.0,308.0,246.0,235.0,,,
자본총계(비지배),,,0.0,0.0,2.0,,,
자본금,133.0,143.0,148.0,155.0,155.0,,,
영업활동현금흐름,59.0,97.0,109.0,-5.0,-13.0,,,
투자활동현금흐름,-43.0,-24.0,-40.0,-46.0,-63.0,,,
재무활동현금흐름,-12.0,-15.0,6.0,-8.0,7.0,,,
CAPEX,32.0,15.0,35.0,48.0,52.0,,,
FCF,27.0,82.0,74.0,-52.0,-65.0,,,
이자발생부채,270.0,227.0,219.0,195.0,200.0,,,
영업이익률,0.42,2.08,-8.11,-3.6,0.58,,,
순이익률,-9.16,0.6,-11.26,-7.94,-0.49,,,
ROE(%),-20.17,1.5,-30.21,-27.61,-3.12,,,
ROA(%),-8.0,0.59,-11.42,-9.27,-0.71,,,
부채비율,160.23,148.35,190.4,212.26,234.14,,,
자본유보율,143.05,145.45,108.48,59.38,51.98,,,
EPS(원),-337.0,21.0,-366.0,-250.0,-24.0,,,
PER(배),-3.59,91.12,-8.08,-6.49,-45.7,,,
BPS(원),1424.0,1423.0,1041.0,797.0,760.0,,,
PBR(배),0.85,1.34,2.84,2.04,1.46,,,
현금DPS(원),0.0,0.0,0.0,,,,,
현금배당수익률,0.0,0.0,0.0,,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),26604611.0,28595074.0,29558465.0,30907210.0,30907210.0,,,
