주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,3170.0,3361.0,3680.0,4604.0,5216.0,5753.0,6311.0,6967.0
영업이익,277.0,282.0,490.0,821.0,792.0,998.0,1214.0,1321.0
영업이익(발표기준),277.0,282.0,490.0,821.0,792.0,,,
세전계속사업이익,254.0,249.0,426.0,774.0,747.0,1006.0,1208.0,1307.0
당기순이익,203.0,214.0,343.0,589.0,581.0,758.0,929.0,1004.0
당기순이익(지배),203.0,214.0,341.0,558.0,543.0,727.0,900.0,969.0
당기순이익(비지배),,,2.0,31.0,38.0,,,
자산총계,4280.0,4744.0,5210.0,6997.0,7233.0,8137.0,8933.0,9781.0
부채총계,2295.0,2611.0,2743.0,3586.0,3325.0,3606.0,3603.0,3596.0
자본총계,1985.0,2132.0,2468.0,3411.0,3909.0,4532.0,5334.0,6190.0
자본총계(지배),1982.0,2129.0,2420.0,2824.0,3207.0,3795.0,4557.0,5403.0
자본총계(비지배),3.0,3.0,47.0,588.0,701.0,,,
자본금,565.0,565.0,565.0,565.0,565.0,562.0,562.0,562.0
영업활동현금흐름,477.0,324.0,473.0,969.0,874.0,931.0,1130.0,1306.0
투자활동현금흐름,-877.0,-456.0,-616.0,-1468.0,-329.0,-725.0,-506.0,-615.0
재무활동현금흐름,353.0,160.0,98.0,626.0,-295.0,70.0,-224.0,-284.0
CAPEX,851.0,439.0,586.0,384.0,310.0,715.0,468.0,530.0
FCF,-373.0,-115.0,-113.0,585.0,564.0,206.0,732.0,854.0
이자발생부채,1564.0,1797.0,1981.0,2502.0,2185.0,,,
영업이익률,8.75,8.39,13.31,17.84,15.18,17.35,19.23,18.96
순이익률,6.4,6.37,9.32,12.8,11.13,13.17,14.72,14.41
ROE(%),10.7,10.42,15.01,21.29,17.99,20.76,21.55,19.47
ROA(%),5.16,4.75,6.89,9.65,8.16,9.86,10.88,10.73
부채비율,115.64,122.45,111.14,105.12,85.06,79.56,67.55,58.1
자본유보율,243.12,270.08,316.74,398.76,473.38,,,
EPS(원),1797.0,1897.0,3023.0,4942.0,4804.0,6434.0,7965.0,8582.0
PER(배),15.22,20.54,20.54,16.86,15.09,12.93,10.45,9.69
BPS(원),17872.0,19203.0,21827.0,25465.0,28926.0,34222.0,41094.0,48731.0
PBR(배),1.53,2.03,2.85,3.27,2.51,2.43,2.02,1.71
현금DPS(원),500.0,600.0,800.0,1000.0,1000.0,1033.0,1083.0,1000.0
현금배당수익률,1.83,1.54,1.29,1.2,1.38,1.24,1.3,1.2
현금배당성향(%),27.32,31.06,25.98,19.86,20.44,0.16,0.14,0.12
발행주식수(보통주),11295195.0,11295195.0,11295195.0,11295195.0,11295195.0,,,
