주요재무정보,2013(IFRS별도),2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,4217.0,4382.0,4557.0,4726.0,4854.0,,,
영업이익,82.0,134.0,154.0,268.0,270.0,,,
영업이익(발표기준),82.0,134.0,154.0,268.0,270.0,,,
세전계속사업이익,-146.0,356.0,118.0,226.0,274.0,,,
당기순이익,-121.0,280.0,88.0,174.0,224.0,,,
당기순이익(지배),-121.0,280.0,88.0,174.0,224.0,,,
당기순이익(비지배),,,,,,,,
자산총계,3707.0,3880.0,3814.0,3734.0,4164.0,,,
부채총계,1280.0,1223.0,1128.0,916.0,1006.0,,,
자본총계,2427.0,2658.0,2686.0,2818.0,3158.0,,,
자본총계(지배),2427.0,2658.0,2686.0,2818.0,3158.0,,,
자본총계(비지배),,,,,,,,
자본금,158.0,158.0,158.0,158.0,158.0,,,
영업활동현금흐름,166.0,-284.0,335.0,396.0,494.0,,,
투자활동현금흐름,-19.0,414.0,-307.0,-224.0,-442.0,,,
재무활동현금흐름,-88.0,-189.0,-122.0,-185.0,-55.0,,,
CAPEX,146.0,171.0,147.0,374.0,134.0,,,
FCF,21.0,-456.0,188.0,22.0,360.0,,,
이자발생부채,442.0,292.0,200.0,39.0,3.0,,,
영업이익률,1.94,3.07,3.38,5.67,5.56,,,
순이익률,-2.88,6.39,1.94,3.69,4.61,,,
ROE(%),-5.06,,3.31,6.34,7.49,,,
ROA(%),-3.26,,2.3,4.62,5.67,,,
부채비율,52.72,46.0,42.0,32.52,31.86,,,
자본유보율,1223.85,1414.66,1441.09,1531.24,1619.69,,,
EPS(원),-3832.0,8846.0,2789.0,5507.0,7067.0,,,
PER(배),-5.94,4.65,10.49,7.75,7.47,,,
BPS(원),79368.0,86899.0,87813.0,92138.0,103259.0,,,
PBR(배),0.29,0.47,0.33,0.46,0.51,,,
현금DPS(원),500.0,500.0,500.0,500.0,500.0,,,
현금배당수익률,2.2,1.22,1.71,1.17,0.95,,,
현금배당성향(%),-12.6,5.46,17.31,8.77,6.83,,,
발행주식수(보통주),3166355.0,3166355.0,3166355.0,3166355.0,3166355.0,,,
