주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,12299.0,11517.0,12150.0,12392.0,11670.0,,,
영업이익,-175.0,-261.0,201.0,418.0,51.0,,,
영업이익(발표기준),-175.0,-261.0,201.0,418.0,51.0,,,
세전계속사업이익,-341.0,4.0,380.0,460.0,100.0,,,
당기순이익,-455.0,2.0,267.0,372.0,50.0,,,
당기순이익(지배),-455.0,2.0,267.0,372.0,50.0,,,
당기순이익(비지배),,,,,,,,
자산총계,9755.0,9632.0,9941.0,10415.0,10357.0,,,
부채총계,1490.0,1393.0,1450.0,1522.0,1407.0,,,
자본총계,8265.0,8239.0,8491.0,8893.0,8950.0,,,
자본총계(지배),8265.0,8239.0,8491.0,8893.0,8950.0,,,
자본총계(비지배),,,,,,,,
자본금,44.0,44.0,44.0,44.0,44.0,,,
영업활동현금흐름,-554.0,-498.0,553.0,1210.0,120.0,,,
투자활동현금흐름,-199.0,477.0,-601.0,-783.0,-241.0,,,
재무활동현금흐름,-8.0,-9.0,7.0,-9.0,-9.0,,,
CAPEX,894.0,302.0,257.0,392.0,529.0,,,
FCF,-1448.0,-800.0,296.0,818.0,-408.0,,,
이자발생부채,2.0,,,,,,,
영업이익률,-1.42,-2.26,1.66,3.38,0.43,,,
순이익률,-3.7,0.01,2.19,3.0,0.43,,,
ROE(%),-5.37,0.02,3.19,4.28,0.56,,,
ROA(%),-4.53,0.02,2.72,3.65,0.48,,,
부채비율,18.03,16.91,17.08,17.12,15.72,,,
자본유보율,19053.66,19005.86,19572.94,20478.24,20608.54,,,
EPS(원),-51361.0,185.0,30064.0,41928.0,5663.0,,,
PER(배),-18.3,3448.54,24.55,17.51,123.09,,,
BPS(원),976509.0,973486.0,1003278.0,1050706.0,1057421.0,,,
PBR(배),0.96,0.66,0.74,0.7,0.66,,,
현금DPS(원),1000.0,1000.0,1000.0,1000.0,1000.0,,,
현금배당수익률,0.11,0.16,0.14,0.14,0.14,,,
현금배당성향(%),-1.88,520.23,3.21,2.3,17.02,,,
발행주식수(보통주),720000.0,720000.0,720000.0,720000.0,720000.0,,,
