주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,2108.0,4989.0,9322.0,14642.0,19723.0,24058.0,27766.0,31393.0
영업이익,659.0,1764.0,886.0,1161.0,1654.0,1125.0,2004.0,2825.0
영업이익(발표기준),818.0,1764.0,886.0,1161.0,1654.0,,,
세전계속사업이익,604.0,1688.0,1095.0,1003.0,1533.0,1949.0,2602.0,3347.0
당기순이익,614.0,1498.0,788.0,655.0,1251.0,1133.0,1817.0,2307.0
당기순이익(지배),614.0,1501.0,757.0,577.0,1086.0,978.0,1603.0,2039.0
당기순이익(비지배),0.0,-3.0,31.0,78.0,165.0,,,
자산총계,2172.0,27680.0,31885.0,54841.0,63494.0,73854.0,76539.0,80664.0
부채총계,399.0,3048.0,6030.0,17812.0,18416.0,20167.0,21139.0,22704.0
자본총계,1773.0,24632.0,25855.0,37029.0,45078.0,53770.0,55458.0,58000.0
자본총계(지배),1773.0,24546.0,25524.0,34325.0,40291.0,48658.0,50132.0,52019.0
자본총계(비지배),0.0,86.0,331.0,2704.0,4787.0,,,
자본금,210.0,291.0,301.0,339.0,340.0,373.0,373.0,375.0
영업활동현금흐름,705.0,2203.0,1622.0,3173.0,3719.0,3234.0,3715.0,4353.0
투자활동현금흐름,-583.0,1726.0,-4142.0,-10000.0,-3547.0,-4775.0,-1918.0,-2189.0
재무활동현금흐름,12.0,354.0,1972.0,9238.0,4676.0,9387.0,1468.0,1844.0
CAPEX,133.0,128.0,761.0,810.0,752.0,586.0,585.0,589.0
FCF,572.0,2075.0,861.0,2363.0,2968.0,2599.0,2866.0,3548.0
이자발생부채,,3.0,2218.0,9999.0,7952.0,,,
영업이익률,31.24,35.37,9.5,7.93,8.38,4.67,7.22,9.0
순이익률,29.13,30.03,8.45,4.47,6.34,4.71,6.54,7.35
ROE(%),17.73,11.41,3.02,1.93,2.91,2.2,3.25,3.99
ROA(%),14.81,10.04,2.65,1.51,2.11,1.65,2.42,2.93
부채비율,22.53,12.37,23.32,48.1,40.85,37.51,38.12,39.14
자본유보율,728.3,8411.95,8407.52,10068.46,11781.26,,,
EPS(원),4532.0,6116.0,1269.0,874.0,1602.0,1290.0,2102.0,2673.0
PER(배),18.54,20.21,91.24,88.15,85.5,96.88,59.48,46.77
BPS(원),13398.0,42337.0,42476.0,50769.0,59336.0,63788.0,65721.0,68195.0
PBR(배),6.27,2.92,2.73,1.52,2.31,1.96,1.9,1.83
현금DPS(원),1133.0,173.0,167.0,148.0,148.0,150.0,173.0,199.0
현금배당수익률,1.35,0.14,0.14,0.19,0.11,0.12,0.14,0.16
현금배당성향(%),24.41,6.68,13.26,17.35,9.25,0.12,0.08,0.07
발행주식수(보통주),13560229.0,58142204.0,60096088.0,67615715.0,67908527.0,,,
