주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,1533.0,1493.0,1334.0,1903.0,3146.0,5541.0,6960.0,8115.0
영업이익,-33.0,-132.0,-70.0,50.0,85.0,219.0,341.0,390.0
영업이익(발표기준),-33.0,-132.0,-70.0,50.0,85.0,,,
세전계속사업이익,-86.0,-233.0,-253.0,14.0,46.0,169.0,290.0,345.0
당기순이익,-86.0,-233.0,-247.0,14.0,82.0,154.0,250.0,283.0
당기순이익(지배),-86.0,-233.0,-247.0,14.0,82.0,143.0,211.0,223.0
당기순이익(비지배),,,,,,,,
자산총계,2741.0,2652.0,2226.0,2297.0,1977.0,2468.0,2934.0,3528.0
부채총계,1744.0,1930.0,1739.0,1783.0,1236.0,1561.0,1779.0,2105.0
자본총계,997.0,722.0,487.0,514.0,741.0,904.0,1152.0,1423.0
자본총계(지배),997.0,722.0,487.0,514.0,741.0,904.0,1152.0,1423.0
자본총계(비지배),,,,,,,,
자본금,749.0,749.0,749.0,754.0,927.0,939.0,939.0,944.0
영업활동현금흐름,-142.0,42.0,101.0,107.0,-12.0,282.0,344.0,400.0
투자활동현금흐름,-194.0,-56.0,43.0,5.0,356.0,-218.0,-200.0,-226.0
재무활동현금흐름,300.0,63.0,-157.0,-90.0,-381.0,90.0,70.0,95.0
CAPEX,154.0,57.0,1.0,16.0,119.0,113.0,77.0,25.0
FCF,-296.0,-15.0,100.0,91.0,-132.0,178.0,266.0,348.0
이자발생부채,1388.0,1437.0,1337.0,1265.0,722.0,,,
영업이익률,-2.14,-8.85,-5.27,2.65,2.69,3.96,4.9,4.81
순이익률,-5.64,-15.61,-18.52,0.73,2.61,2.79,3.59,3.48
ROE(%),-9.21,-27.13,-40.91,2.77,13.11,17.41,20.5,17.3
ROA(%),-3.4,-8.65,-10.13,0.61,3.85,6.95,9.26,8.75
부채비율,174.95,267.38,357.42,347.04,166.68,172.7,154.43,147.96
자본유보율,19.88,-16.84,-48.19,-44.89,-29.12,,,
EPS(원),-600.0,-1556.0,-1649.0,92.0,526.0,744.0,1067.0,1128.0
PER(배),-8.56,-1.81,-1.6,55.91,29.36,34.73,24.22,22.93
BPS(원),6652.0,4816.0,3246.0,3407.0,3996.0,4578.0,5834.0,7204.0
PBR(배),0.77,0.58,0.81,1.51,3.87,5.65,4.43,3.59
현금DPS(원),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
현금배당수익률,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
현금배당성향(%),0.0,0.0,0.0,0.0,,,,
발행주식수(보통주),14987966.0,14987966.0,14987966.0,15077966.0,18547965.0,,,
