주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,15683.0,16330.0,17062.0,17624.0,18186.0,18529.0,19263.0,20013.0
영업이익,738.0,659.0,692.0,798.0,662.0,767.0,853.0,935.0
영업이익(발표기준),738.0,659.0,692.0,798.0,662.0,,,
세전계속사업이익,1229.0,732.0,626.0,759.0,1114.0,720.0,823.0,917.0
당기순이익,1139.0,599.0,503.0,582.0,951.0,551.0,632.0,708.0
당기순이익(지배),1139.0,599.0,503.0,582.0,951.0,551.0,632.0,708.0
당기순이익(비지배),,,,,,,,
자산총계,11286.0,11932.0,12876.0,13362.0,12218.0,12540.0,13060.0,13431.0
부채총계,3563.0,3612.0,3950.0,3935.0,5563.0,5534.0,5685.0,5798.0
자본총계,7724.0,8320.0,8926.0,9426.0,6654.0,6879.0,7232.0,7633.0
자본총계(지배),7724.0,8320.0,8926.0,9426.0,6654.0,6879.0,7232.0,7633.0
자본총계(비지배),,,,,,,,
자본금,68.0,68.0,68.0,68.0,57.0,58.0,58.0,58.0
영업활동현금흐름,1338.0,347.0,1246.0,898.0,908.0,902.0,1032.0,1096.0
투자활동현금흐름,-310.0,-952.0,-422.0,-1277.0,-558.0,-794.0,-944.0,-885.0
재무활동현금흐름,-905.0,116.0,135.0,-397.0,269.0,-218.0,-130.0,-202.0
CAPEX,383.0,515.0,438.0,1035.0,850.0,731.0,791.0,704.0
FCF,955.0,-168.0,808.0,-137.0,58.0,178.0,401.0,470.0
이자발생부채,1020.0,1194.0,1543.0,1212.0,2958.0,,,
영업이익률,4.7,4.04,4.06,4.53,3.64,4.14,4.43,4.67
순이익률,7.27,3.67,2.95,3.3,5.23,2.98,3.28,3.54
ROE(%),16.49,7.46,5.83,6.34,11.82,8.15,8.96,9.53
ROA(%),11.24,5.16,4.05,4.43,7.43,4.45,4.94,5.35
부채비율,46.12,43.41,44.25,41.75,83.61,80.44,78.61,75.95
자본유보율,10445.23,11264.26,11947.39,12700.84,16663.56,,,
EPS(원),83227.0,43721.0,36712.0,42479.0,72204.0,48717.0,55858.0,62575.0
PER(배),8.73,12.92,25.17,14.88,7.66,16.83,14.68,13.1
BPS(원),564040.0,607559.0,651830.0,688361.0,731399.0,756113.0,794903.0,838956.0
PBR(배),1.29,0.93,1.42,0.92,0.76,1.08,1.03,0.98
현금DPS(원),1500.0,2500.0,4780.0,6000.0,22000.0,17567.0,18847.0,20006.0
현금배당수익률,0.21,0.44,0.52,0.95,3.98,2.14,2.3,2.44
현금배당성향(%),1.8,5.72,13.02,14.12,21.05,0.36,0.34,0.32
발행주식수(보통주),1369436.0,1369436.0,1369436.0,1369436.0,1131870.0,,,
