주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,13453.0,13551.0,14389.0,20009.0,20412.0,,,
영업이익,209.0,372.0,758.0,1473.0,889.0,,,
영업이익(발표기준),209.0,372.0,758.0,1473.0,889.0,,,
세전계속사업이익,288.0,411.0,665.0,1362.0,700.0,,,
당기순이익,190.0,305.0,510.0,1012.0,492.0,,,
당기순이익(지배),190.0,305.0,475.0,898.0,355.0,,,
당기순이익(비지배),,,35.0,113.0,137.0,,,
자산총계,7809.0,10814.0,14378.0,20638.0,21282.0,,,
부채총계,3502.0,5060.0,7345.0,8977.0,8917.0,,,
자본총계,4307.0,5754.0,7034.0,11660.0,12365.0,,,
자본총계(지배),4307.0,5754.0,6078.0,10592.0,10825.0,,,
자본총계(비지배),,,956.0,1068.0,1540.0,,,
자본금,236.0,315.0,315.0,533.0,533.0,,,
영업활동현금흐름,206.0,604.0,322.0,1796.0,-501.0,,,
투자활동현금흐름,165.0,-482.0,-525.0,-93.0,-2123.0,,,
재무활동현금흐름,-58.0,421.0,-311.0,-441.0,1324.0,,,
CAPEX,285.0,302.0,626.0,862.0,735.0,,,
FCF,-79.0,302.0,-304.0,934.0,-1236.0,,,
이자발생부채,1279.0,2625.0,4634.0,5314.0,5654.0,,,
영업이익률,1.55,2.75,5.27,7.36,4.35,,,
순이익률,1.41,2.25,3.55,5.05,2.41,,,
ROE(%),4.52,6.06,8.04,10.78,3.31,,,
ROA(%),2.36,3.27,4.05,5.78,2.35,,,
부채비율,81.29,87.93,104.42,76.99,72.11,,,
자본유보율,1765.97,1711.21,1821.89,1944.63,1982.5,,,
EPS(원),4153.0,5779.0,7544.0,8456.0,3330.0,,,
PER(배),10.69,10.68,13.72,12.42,27.87,,,
BPS(원),102548.0,96498.0,101930.0,105764.0,108090.0,,,
PBR(배),0.43,0.64,1.02,0.99,0.86,,,
현금DPS(원),1000.0,1500.0,1500.0,1500.0,1250.0,,,
현금배당수익률,2.25,2.43,1.45,1.43,1.35,,,
현금배당성향(%),22.14,29.37,18.83,16.74,35.32,,,
발행주식수(보통주),4562551.0,6136619.0,6136619.0,10289803.0,10289803.0,,,
