주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,362.0,385.0,437.0,424.0,448.0,,,
영업이익,38.0,42.0,70.0,52.0,18.0,,,
영업이익(발표기준),38.0,42.0,70.0,52.0,18.0,,,
세전계속사업이익,40.0,42.0,70.0,40.0,18.0,,,
당기순이익,29.0,30.0,53.0,13.0,17.0,,,
당기순이익(지배),29.0,30.0,53.0,13.0,17.0,,,
당기순이익(비지배),,,,,,,,
자산총계,388.0,394.0,431.0,466.0,469.0,,,
부채총계,65.0,62.0,65.0,112.0,127.0,,,
자본총계,322.0,332.0,365.0,354.0,342.0,,,
자본총계(지배),322.0,332.0,365.0,354.0,342.0,,,
자본총계(비지배),,,,,,,,
자본금,65.0,65.0,65.0,65.0,65.0,,,
영업활동현금흐름,25.0,33.0,57.0,48.0,41.0,,,
투자활동현금흐름,-63.0,-2.0,-24.0,-32.0,-40.0,,,
재무활동현금흐름,33.0,-21.0,-22.0,-26.0,-5.0,,,
CAPEX,79.0,7.0,15.0,43.0,45.0,,,
FCF,-54.0,26.0,42.0,5.0,-4.0,,,
이자발생부채,10.0,9.0,6.0,8.0,26.0,,,
영업이익률,10.64,10.79,15.94,12.2,4.12,,,
순이익률,8.05,7.91,12.15,3.16,3.71,,,
ROE(%),10.12,9.3,15.23,3.73,4.78,,,
ROA(%),8.25,7.78,12.88,2.99,3.56,,,
부채비율,20.3,18.72,17.88,31.54,37.04,,,
자본유보율,416.32,430.32,480.37,462.14,450.67,,,
EPS(원),244.0,234.0,409.0,103.0,128.0,,,
PER(배),9.21,10.95,7.39,42.9,22.81,,,
BPS(원),2480.0,2555.0,2809.0,2726.0,2632.0,,,
PBR(배),0.91,1.0,1.07,1.63,1.11,,,
현금DPS(원),150.0,150.0,200.0,175.0,125.0,,,
현금배당수익률,6.67,5.85,6.62,3.95,4.28,,,
현금배당성향(%),66.98,64.06,48.94,169.48,97.64,,,
발행주식수(보통주),13000000.0,13000000.0,13000000.0,13000000.0,13000000.0,,,
