주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1342.0,1465.0,1547.0,1676.0,1763.0,,,
영업이익,3.0,-12.0,-75.0,49.0,35.0,,,
영업이익(발표기준),3.0,-12.0,-81.0,49.0,35.0,,,
세전계속사업이익,7.0,-24.0,25.0,56.0,-9.0,,,
당기순이익,41.0,-27.0,31.0,28.0,-17.0,,,
당기순이익(지배),41.0,-27.0,31.0,28.0,-17.0,,,
당기순이익(비지배),0.0,0.0,0.0,0.0,,,,
자산총계,1255.0,1569.0,1672.0,1601.0,1398.0,,,
부채총계,539.0,880.0,986.0,894.0,705.0,,,
자본총계,716.0,688.0,686.0,706.0,693.0,,,
자본총계(지배),716.0,688.0,686.0,706.0,693.0,,,
자본총계(비지배),0.0,0.0,0.0,,,,,
자본금,386.0,386.0,386.0,386.0,386.0,,,
영업활동현금흐름,-13.0,-147.0,-110.0,67.0,21.0,,,
투자활동현금흐름,-44.0,-144.0,-31.0,72.0,102.0,,,
재무활동현금흐름,38.0,271.0,158.0,-117.0,-138.0,,,
CAPEX,223.0,145.0,56.0,28.0,57.0,,,
FCF,-236.0,-292.0,-166.0,39.0,-36.0,,,
이자발생부채,258.0,553.0,745.0,667.0,488.0,,,
영업이익률,0.2,-0.83,-4.86,2.91,1.99,,,
순이익률,3.02,-1.84,2.0,1.69,-0.98,,,
ROE(%),5.85,-3.84,4.47,4.08,-2.47,,,
ROA(%),3.3,-1.91,1.91,1.73,-1.15,,,
부채비율,75.22,127.86,143.71,126.62,101.76,,,
자본유보율,83.28,76.21,83.32,90.58,85.63,,,
EPS(원),53.0,-35.0,40.0,37.0,-22.0,,,
PER(배),12.34,-22.94,36.68,31.14,-98.13,,,
BPS(원),928.0,892.0,889.0,916.0,898.0,,,
PBR(배),0.7,0.9,1.64,1.25,2.45,,,
현금DPS(원),0.0,0.0,0.0,,,,,
현금배당수익률,0.0,0.0,0.0,,,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),77124820.0,77124820.0,77124820.0,77124820.0,77124820.0,,,
