주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,98063.0,89115.0,64413.0,70094.0,55362.0,54724.0,66793.0,74559.0
영업이익,-10280.0,1618.0,-14543.0,701.0,469.0,1600.0,2825.0,3583.0
영업이익(발표기준),-10280.0,1618.0,-14543.0,701.0,469.0,,,
세전계속사업이익,-9172.0,606.0,-14501.0,564.0,-296.0,1242.0,2636.0,3457.0
당기순이익,-7087.0,564.0,-13043.0,94.0,-521.0,942.0,1994.0,2607.0
당기순이익(지배),-7071.0,550.0,-13053.0,258.0,-454.0,948.0,1983.0,2582.0
당기순이익(비지배),-16.0,14.0,9.0,-163.0,-68.0,,,
자산총계,59288.0,61519.0,56308.0,55201.0,50838.0,50649.0,55111.0,58017.0
부채총계,50231.0,51985.0,59437.0,45239.0,40792.0,39514.0,42078.0,42507.0
자본총계,9057.0,9533.0,-3129.0,9962.0,10047.0,11135.0,13033.0,15509.0
자본총계(지배),9065.0,9527.0,-3145.0,10109.0,10262.0,11342.0,13211.0,15662.0
자본총계(비지배),-8.0,6.0,16.0,-147.0,-215.0,,,
자본금,2000.0,2000.0,2000.0,9800.0,9800.0,9800.0,9800.0,9800.0
영업활동현금흐름,-12309.0,2777.0,-8335.0,1879.0,-1340.0,1018.0,2409.0,2597.0
투자활동현금흐름,806.0,-2219.0,204.0,944.0,-152.0,50.0,-577.0,-465.0
재무활동현금흐름,9900.0,498.0,10724.0,-1019.0,381.0,-679.0,-409.0,-914.0
CAPEX,430.0,679.0,202.0,241.0,138.0,126.0,163.0,173.0
FCF,-12739.0,2098.0,-8537.0,1638.0,-1478.0,796.0,2595.0,2620.0
이자발생부채,15872.0,15388.0,28221.0,14516.0,14449.0,,,
영업이익률,-10.48,1.82,-22.58,1.0,0.85,2.93,4.23,4.81
순이익률,-7.23,0.63,-20.25,0.13,-0.94,1.72,2.99,3.5
ROE(%),-54.5,5.92,-409.04,7.4,-4.45,8.77,16.15,17.88
ROA(%),-12.22,0.93,-22.14,0.17,-0.98,1.86,3.77,4.61
부채비율,554.64,545.29,-1899.34,454.12,406.02,354.85,322.86,274.08
자본유보율,503.84,531.22,-121.43,26.19,15.33,,,
EPS(원),-11017.0,857.0,-20337.0,190.0,-231.0,483.0,1012.0,1317.0
PER(배),-3.73,27.58,-0.72,54.29,-53.59,34.85,16.66,12.79
BPS(원),14823.0,15578.0,-5142.0,5158.0,5236.0,5787.0,6740.0,7991.0
PBR(배),2.78,1.52,-2.83,2.0,2.37,2.91,2.5,2.11
현금DPS(원),0.0,0.0,0.0,,,0.0,92.0,96.0
현금배당수익률,0.0,0.0,0.0,,,0.0,0.55,0.57
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,0.09,0.07
발행주식수(보통주),64181675.0,64181675.0,64181675.0,196000000.0,196000000.0,,,
