주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,7567.0,8387.0,8383.0,9836.0,17587.0,17050.0,21437.0,24237.0
영업이익,2052.0,2782.0,2375.0,3288.0,5850.0,6144.0,8348.0,9918.0
영업이익(발표기준),2052.0,2782.0,2375.0,3288.0,5850.0,,,
세전계속사업이익,2162.0,2890.0,2395.0,3461.0,6102.0,6600.0,8777.0,10448.0
당기순이익,1587.0,2275.0,1664.0,2714.0,4440.0,4619.0,6457.0,7810.0
당기순이익(지배),1588.0,2300.0,1654.0,2723.0,4410.0,4536.0,6443.0,7771.0
당기순이익(비지배),-1.0,-24.0,10.0,-9.0,31.0,,,
자산총계,14795.0,16988.0,22192.0,23608.0,35266.0,38646.0,45875.0,54334.0
부채총계,3208.0,3232.0,4303.0,4653.0,7973.0,8223.0,9494.0,11058.0
자본총계,11588.0,13756.0,17889.0,18955.0,27292.0,30408.0,36243.0,42975.0
자본총계(지배),11412.0,13606.0,17695.0,18856.0,27212.0,30318.0,36287.0,42987.0
자본총계(비지배),175.0,150.0,194.0,99.0,80.0,,,
자본금,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
영업활동현금흐름,2362.0,2636.0,2413.0,1120.0,5952.0,4955.0,7410.0,9105.0
투자활동현금흐름,-2136.0,-1755.0,-5169.0,-1387.0,-4596.0,129.0,-2192.0,-2599.0
재무활동현금흐름,-174.0,-123.0,3102.0,-738.0,-797.0,-1186.0,-1674.0,-1846.0
CAPEX,1016.0,195.0,177.0,166.0,288.0,230.0,244.0,241.0
FCF,1346.0,2441.0,2237.0,954.0,5664.0,4266.0,6542.0,7569.0
이자발생부채,34.0,,,1497.0,1498.0,,,
영업이익률,27.12,33.17,28.33,33.43,33.26,36.04,38.95,40.92
순이익률,20.97,27.13,19.84,27.59,25.25,27.09,30.12,32.22
ROE(%),14.82,18.38,10.57,14.9,19.14,15.77,19.35,19.61
ROA(%),11.35,14.32,8.49,11.85,15.09,12.5,15.28,15.59
부채비율,27.68,23.5,24.05,24.55,29.21,27.04,26.19,25.73
자본유보율,11295.59,13284.86,16156.9,18017.34,21318.41,,,
EPS(원),7245.0,10487.0,7542.0,12416.0,20104.0,20677.0,29370.0,35421.0
PER(배),34.3,17.35,28.24,19.93,22.26,18.74,13.19,10.94
BPS(원),57222.0,68130.0,81045.0,88772.0,128056.0,143613.0,171883.0,203622.0
PBR(배),4.34,2.67,2.63,2.79,3.49,2.7,2.25,1.9
현금DPS(원),600.0,3430.0,2747.0,3820.0,7280.0,7394.0,8574.0,10170.0
현금배당수익률,0.24,1.88,1.29,1.54,1.63,1.91,2.21,2.62
현금배당성향(%),7.54,29.79,36.32,29.8,35.08,0.36,0.29,0.29
발행주식수(보통주),21914708.0,21929022.0,21929022.0,21929022.0,21939022.0,,,
