주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,2008.0,2427.0,2601.0,2541.0,1841.0,,,
영업이익,168.0,138.0,339.0,12.0,192.0,,,
영업이익(발표기준),168.0,138.0,339.0,12.0,192.0,,,
세전계속사업이익,208.0,148.0,357.0,30.0,60.0,,,
당기순이익,162.0,113.0,270.0,17.0,46.0,,,
당기순이익(지배),162.0,113.0,270.0,17.0,46.0,,,
당기순이익(비지배),,,,,,,,
자산총계,3117.0,3045.0,3162.0,3480.0,3003.0,,,
부채총계,1135.0,968.0,848.0,1182.0,664.0,,,
자본총계,1982.0,2077.0,2314.0,2298.0,2338.0,,,
자본총계(지배),1982.0,2077.0,2314.0,2298.0,2338.0,,,
자본총계(비지배),,,,,,,,
자본금,35.0,35.0,35.0,35.0,35.0,,,
영업활동현금흐름,201.0,-248.0,22.0,350.0,-56.0,,,
투자활동현금흐름,18.0,-1.0,-4.0,-63.0,62.0,,,
재무활동현금흐름,-14.0,-21.0,-92.0,-36.0,,,,
CAPEX,10.0,14.0,4.0,11.0,4.0,,,
FCF,191.0,-262.0,18.0,339.0,-60.0,,,
이자발생부채,52.0,55.0,,,,,,
영업이익률,8.37,5.68,13.04,0.47,10.43,,,
순이익률,8.06,4.64,10.39,0.65,2.49,,,
ROE(%),8.49,5.55,12.31,0.72,1.98,,,
ROA(%),5.36,3.66,8.71,0.5,1.41,,,
부채비율,57.28,46.6,36.65,51.45,28.42,,,
자본유보율,5496.28,5756.78,6417.08,6368.03,6496.0,,,
EPS(원),2219.0,1544.0,3704.0,227.0,628.0,,,
PER(배),7.32,9.67,7.81,82.06,25.64,,,
BPS(원),27156.0,28465.0,31711.0,31492.0,32042.0,,,
PBR(배),0.6,0.52,0.91,0.59,0.5,,,
현금DPS(원),291.0,485.0,485.0,0.0,,,,
현금배당수익률,1.79,3.25,1.68,0.0,,,,
현금배당성향(%),13.13,31.45,13.11,0.0,,,,
발행주식수(보통주),7297150.0,7297150.0,7297150.0,7297150.0,7297150.0,,,
