주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,5897.0,6075.0,6394.0,6401.0,6399.0,,,
영업이익,83.0,154.0,187.0,150.0,8.0,,,
영업이익(발표기준),83.0,154.0,187.0,150.0,8.0,,,
세전계속사업이익,-85.0,60.0,112.0,-35.0,-117.0,,,
당기순이익,-71.0,34.0,66.0,-58.0,-98.0,,,
당기순이익(지배),-72.0,35.0,66.0,-58.0,-95.0,,,
당기순이익(비지배),1.0,-1.0,0.0,0.0,-3.0,,,
자산총계,4290.0,4281.0,4314.0,4323.0,4216.0,,,
부채총계,2553.0,2506.0,2449.0,2513.0,2525.0,,,
자본총계,1737.0,1774.0,1865.0,1810.0,1691.0,,,
자본총계(지배),1734.0,1773.0,1864.0,1808.0,1693.0,,,
자본총계(비지배),2.0,1.0,1.0,2.0,-1.0,,,
자본금,317.0,317.0,317.0,317.0,317.0,,,
영업활동현금흐름,1.0,231.0,295.0,218.0,13.0,,,
투자활동현금흐름,-75.0,-34.0,-115.0,-121.0,-56.0,,,
재무활동현금흐름,7.0,-171.0,-152.0,-100.0,63.0,,,
CAPEX,74.0,63.0,94.0,79.0,87.0,,,
FCF,-72.0,168.0,201.0,139.0,-74.0,,,
이자발생부채,1755.0,1643.0,1530.0,1495.0,1618.0,,,
영업이익률,1.41,2.54,2.93,2.35,0.13,,,
순이익률,-1.2,0.56,1.04,-0.9,-1.54,,,
ROE(%),-4.05,1.97,3.65,-3.16,-5.44,,,
ROA(%),-1.65,0.79,1.55,-1.34,-2.3,,,
부채비율,147.03,141.25,131.31,138.87,149.26,,,
자본유보율,476.12,483.08,511.81,492.95,461.02,,,
EPS(원),-114.0,55.0,105.0,-92.0,-150.0,,,
PER(배),-9.77,39.48,16.93,-17.43,-14.11,,,
BPS(원),3091.0,3160.0,3321.0,3223.0,3017.0,,,
PBR(배),0.36,0.68,0.53,0.49,0.7,,,
현금DPS(원),0.0,0.0,0.0,0.0,0.0,,,
현금배당수익률,0.0,0.0,0.0,0.0,0.0,,,
현금배당성향(%),0.0,0.0,0.0,0.0,0.0,,,
발행주식수(보통주),63303370.0,63303370.0,63303370.0,63303370.0,63303370.0,,,
