주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,4873.0,3841.0,3777.0,3914.0,3524.0,,,
영업이익,209.0,178.0,161.0,259.0,198.0,,,
영업이익(발표기준),209.0,178.0,161.0,259.0,198.0,,,
세전계속사업이익,214.0,159.0,126.0,172.0,176.0,,,
당기순이익,145.0,0.0,134.0,67.0,94.0,,,
당기순이익(지배),93.0,24.0,136.0,47.0,51.0,,,
당기순이익(비지배),52.0,-24.0,-2.0,21.0,42.0,,,
자산총계,4299.0,4375.0,4503.0,4628.0,5199.0,,,
부채총계,2179.0,2434.0,2545.0,2544.0,2718.0,,,
자본총계,2120.0,1941.0,1958.0,2083.0,2482.0,,,
자본총계(지배),1473.0,1453.0,1539.0,1580.0,1621.0,,,
자본총계(비지배),647.0,488.0,419.0,503.0,860.0,,,
자본금,112.0,112.0,112.0,112.0,112.0,,,
영업활동현금흐름,154.0,268.0,390.0,350.0,146.0,,,
투자활동현금흐름,129.0,-338.0,-393.0,-410.0,274.0,,,
재무활동현금흐름,-306.0,-10.0,-40.0,9.0,-171.0,,,
CAPEX,85.0,334.0,338.0,173.0,113.0,,,
FCF,69.0,-66.0,52.0,178.0,33.0,,,
이자발생부채,675.0,850.0,892.0,912.0,788.0,,,
영업이익률,4.28,4.63,4.27,6.61,5.6,,,
순이익률,2.97,0.01,3.55,1.72,2.66,,,
ROE(%),6.64,1.67,9.09,2.99,3.21,,,
ROA(%),3.16,0.01,3.02,1.48,1.91,,,
부채비율,102.77,125.41,129.96,122.13,109.51,,,
자본유보율,1235.11,1213.86,1285.44,1310.69,1353.3,,,
EPS(원),413.0,109.0,606.0,208.0,229.0,,,
PER(배),14.98,96.7,15.1,36.23,22.73,,,
BPS(원),6659.0,6569.0,6955.0,7143.0,7327.0,,,
PBR(배),0.93,1.61,1.32,1.06,0.71,,,
현금DPS(원),100.0,50.0,80.0,100.0,110.0,,,
현금배당수익률,1.62,0.47,0.87,1.33,2.12,,,
현금배당성향(%),23.87,45.2,13.01,47.38,47.42,,,
발행주식수(보통주),22434980.0,22434980.0,22434980.0,22434980.0,22434980.0,,,
