주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,311585.0,285576.0,178903.0,163218.0,208914.0,240876.0,261899.0,265188.0
영업이익,3660.0,-2897.0,8176.0,16169.0,13733.0,14723.0,19679.0,20380.0
영업이익(발표기준),3660.0,-2897.0,8176.0,16169.0,13733.0,,,
세전계속사업이익,3872.0,-3855.0,8127.0,15751.0,16449.0,13819.0,19917.0,20263.0
당기순이익,2896.0,-2878.0,6313.0,12054.0,12465.0,10457.0,15170.0,15377.0
당기순이익(지배),2896.0,-2878.0,6313.0,12054.0,12465.0,10481.0,15173.0,15377.0
당기순이익(비지배),,,,,,,,
자산총계,119207.0,102557.0,107955.0,139590.0,150875.0,168313.0,179308.0,185386.0
부채총계,65667.0,53467.0,54056.0,75674.0,82448.0,96714.0,99553.0,98252.0
자본총계,53540.0,49090.0,53899.0,63916.0,68426.0,71343.0,79585.0,87174.0
자본총계(지배),53540.0,49090.0,53899.0,63916.0,68426.0,71498.0,79774.0,86836.0
자본총계(비지배),,,,,,,,
자본금,2915.0,2915.0,2915.0,2915.0,2915.0,2918.0,2918.0,2918.0
영업활동현금흐름,7931.0,8792.0,24756.0,17220.0,11433.0,11043.0,18072.0,19619.0
투자활동현금흐름,-955.0,-9642.0,-28019.0,-19669.0,-8322.0,-11845.0,-8441.0,-8105.0
재무활동현금흐름,-5474.0,2119.0,-1841.0,8111.0,-5983.0,5413.0,-5806.0,-9229.0
CAPEX,4462.0,9123.0,6544.0,10636.0,24141.0,16855.0,8215.0,8647.0
FCF,3468.0,-331.0,18211.0,6584.0,-12708.0,-3595.0,9406.0,11656.0
이자발생부채,32065.0,36376.0,35952.0,47095.0,48442.0,,,
영업이익률,1.18,-1.01,4.57,9.91,6.57,6.11,7.51,7.69
순이익률,0.93,-1.01,3.53,7.38,5.97,4.34,5.79,5.8
ROE(%),5.4,-5.61,12.26,20.46,18.84,14.98,20.06,18.46
ROA(%),2.37,-2.6,6.0,9.74,8.58,6.55,8.73,8.43
부채비율,122.65,108.92,100.29,118.4,120.49,135.56,125.09,112.71
자본유보율,1720.1,1575.88,1740.79,2084.62,2239.92,,,
EPS(원),2484.0,-2468.0,5414.0,10337.0,10690.0,8988.0,13013.0,13188.0
PER(배),29.79,-19.61,14.67,8.19,10.94,13.29,9.18,9.06
BPS(원),45988.0,42166.0,46297.0,54901.0,58775.0,61413.0,68522.0,74588.0
PBR(배),1.61,1.15,1.72,1.54,1.99,1.95,1.74,1.6
현금DPS(원),1330.0,150.0,2400.0,6200.0,5900.0,5581.0,6794.0,7317.0
현금배당수익률,1.8,0.31,3.02,7.32,5.04,4.67,5.69,6.12
현금배당성향(%),53.49,-6.1,44.27,59.89,55.11,0.6,0.5,0.54
발행주식수(보통주),112582792.0,112582792.0,112582792.0,112582792.0,112582792.0,,,
