주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,17282.0,17588.0,18375.0,18947.0,19648.0,20123.0,21736.0,22658.0
영업이익,1770.0,2086.0,2249.0,2480.0,1854.0,1710.0,1939.0,2060.0
영업이익(발표기준),1770.0,2086.0,2249.0,2480.0,1854.0,,,
세전계속사업이익,1614.0,1641.0,1648.0,2165.0,1667.0,1570.0,1741.0,1863.0
당기순이익,1240.0,1298.0,1271.0,1760.0,1254.0,1162.0,1307.0,1434.0
당기순이익(지배),1226.0,1285.0,1252.0,1738.0,1250.0,1196.0,1335.0,1430.0
당기순이익(비지배),13.0,13.0,19.0,22.0,4.0,,,
자산총계,22998.0,25273.0,25809.0,26179.0,27940.0,29835.0,31635.0,33204.0
부채총계,15028.0,15940.0,15468.0,14152.0,14551.0,15317.0,15494.0,15375.0
자본총계,7970.0,9334.0,10340.0,12028.0,13389.0,14519.0,15792.0,17186.0
자본총계(지배),7930.0,9280.0,10266.0,11932.0,13355.0,14484.0,15756.0,17150.0
자본총계(비지배),40.0,54.0,74.0,96.0,34.0,,,
자본금,527.0,535.0,535.0,535.0,541.0,541.0,541.0,541.0
영업활동현금흐름,2090.0,3035.0,3208.0,3832.0,2551.0,2159.0,2470.0,2806.0
투자활동현금흐름,-3141.0,-3212.0,-1421.0,-1264.0,-2897.0,-3096.0,-2536.0,-2144.0
재무활동현금흐름,1182.0,100.0,-1156.0,-2374.0,260.0,499.0,-55.0,-328.0
CAPEX,2625.0,3192.0,1616.0,1046.0,2839.0,3100.0,2663.0,2243.0
FCF,-535.0,-157.0,1593.0,2786.0,-288.0,-592.0,532.0,1117.0
이자발생부채,11402.0,11703.0,10748.0,8375.0,8631.0,,,
영업이익률,10.24,11.86,12.24,13.09,9.44,8.5,8.92,9.09
순이익률,7.17,7.38,6.92,9.29,6.38,5.77,6.02,6.33
ROE(%),16.68,14.93,12.81,15.66,9.88,8.59,8.83,8.69
ROA(%),5.7,5.38,4.98,6.77,4.63,4.02,4.25,4.42
부채비율,188.56,170.78,149.59,117.66,108.67,105.5,98.11,89.46
자본유보율,1375.74,1599.52,1779.78,2094.62,2349.7,,,
EPS(원),1209.0,1255.0,1217.0,1689.0,1208.0,1148.0,1282.0,1373.0
PER(배),12.03,10.16,10.15,7.7,9.77,8.61,7.72,7.2
BPS(원),7936.0,9151.0,10124.0,11766.0,13009.0,14108.0,15347.0,16705.0
PBR(배),1.83,1.39,1.22,1.1,0.91,0.7,0.64,0.59
현금DPS(원),65.0,75.0,80.0,100.0,100.0,101.0,104.0,109.0
현금배당수익률,0.45,0.59,0.65,0.77,0.85,1.02,1.06,1.1
현금배당성향(%),5.32,5.94,6.51,5.85,8.24,0.08,0.08,0.07
발행주식수(보통주),94920260.0,96415877.0,96415877.0,96415877.0,97667877.0,,,
