주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,10423.0,10441.0,8897.0,8979.0,12285.0,11839.0,12172.0,12380.0
영업이익,155.0,104.0,557.0,563.0,471.0,167.0,251.0,253.0
영업이익(발표기준),155.0,104.0,557.0,563.0,471.0,,,
세전계속사업이익,200.0,7.0,474.0,524.0,400.0,140.0,230.0,237.0
당기순이익,155.0,-8.0,359.0,398.0,296.0,102.0,170.0,173.0
당기순이익(지배),155.0,-8.0,359.0,400.0,308.0,103.0,167.0,173.0
당기순이익(비지배),,,,-1.0,-12.0,,,
자산총계,8106.0,7766.0,6355.0,6696.0,7536.0,7875.0,8300.0,8595.0
부채총계,4359.0,4041.0,2309.0,2294.0,2930.0,3127.0,3337.0,3483.0
자본총계,3748.0,3725.0,4045.0,4402.0,4607.0,4573.0,4673.0,4780.0
자본총계(지배),3748.0,3725.0,4045.0,4386.0,4602.0,4570.0,4667.0,4770.0
자본총계(비지배),,,,16.0,5.0,,,
자본금,246.0,246.0,246.0,246.0,246.0,250.0,250.0,250.0
영업활동현금흐름,-42.0,557.0,1118.0,409.0,933.0,495.0,670.0,395.0
투자활동현금흐름,-155.0,-425.0,747.0,-129.0,-440.0,-83.0,-107.0,-107.0
재무활동현금흐름,153.0,-92.0,-1427.0,-208.0,-153.0,-183.0,-117.0,-93.0
CAPEX,213.0,152.0,52.0,50.0,101.0,90.0,103.0,103.0
FCF,-255.0,405.0,1066.0,359.0,832.0,410.0,560.0,285.0
이자발생부채,2333.0,2188.0,784.0,638.0,581.0,,,
영업이익률,1.48,1.0,6.26,6.27,3.84,1.41,2.07,2.05
순이익률,1.49,-0.08,4.04,4.44,2.41,0.86,1.4,1.4
ROE(%),4.21,-0.22,9.25,9.49,6.86,2.25,3.61,3.67
ROA(%),1.96,-0.1,5.09,6.11,4.16,1.32,2.11,2.05
부채비율,116.31,108.47,57.09,52.1,63.6,68.37,71.4,72.87
자본유보율,1503.52,1490.8,1626.48,1765.39,1859.12,,,
EPS(원),630.0,-34.0,1458.0,1622.0,1251.0,419.0,676.0,703.0
PER(배),9.2,-170.04,5.72,5.86,7.57,17.13,10.62,10.21
BPS(원),16558.0,16459.0,17873.0,19488.0,20446.0,20306.0,20736.0,21195.0
PBR(배),0.35,0.35,0.47,0.49,0.46,0.35,0.35,0.34
현금DPS(원),100.0,100.0,250.0,330.0,300.0,337.0,337.0,337.0
현금배당수익률,1.72,1.75,3.0,3.47,3.17,4.69,4.69,4.69
현금배당성향(%),14.57,-273.95,15.75,18.57,21.9,0.8,0.5,0.48
발행주식수(보통주),24646734.0,24646734.0,24646734.0,24646734.0,24646734.0,,,
