주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,5704.0,5613.0,5742.0,5909.0,5501.0,,,
영업이익,96.0,39.0,53.0,161.0,-60.0,,,
영업이익(발표기준),96.0,39.0,53.0,161.0,-60.0,,,
세전계속사업이익,68.0,-156.0,45.0,97.0,-36.0,,,
당기순이익,55.0,-153.0,11.0,69.0,-55.0,,,
당기순이익(지배),30.0,-136.0,5.0,60.0,-20.0,,,
당기순이익(비지배),24.0,-16.0,6.0,9.0,-35.0,,,
자산총계,5632.0,4524.0,4547.0,4552.0,5090.0,,,
부채총계,3937.0,2940.0,2969.0,2975.0,3223.0,,,
자본총계,1695.0,1584.0,1579.0,1577.0,1867.0,,,
자본총계(지배),1473.0,1378.0,1370.0,1376.0,1650.0,,,
자본총계(비지배),222.0,207.0,208.0,201.0,217.0,,,
자본금,73.0,73.0,73.0,73.0,73.0,,,
영업활동현금흐름,304.0,445.0,243.0,334.0,165.0,,,
투자활동현금흐름,3.0,159.0,37.0,-339.0,-223.0,,,
재무활동현금흐름,-194.0,-966.0,-163.0,14.0,-3.0,,,
CAPEX,222.0,213.0,256.0,330.0,345.0,,,
FCF,82.0,232.0,-13.0,4.0,-181.0,,,
이자발생부채,2886.0,1904.0,1814.0,1836.0,1834.0,,,
영업이익률,1.68,0.7,0.93,2.73,-1.09,,,
순이익률,0.96,-2.72,0.2,1.16,-1.0,,,
ROE(%),2.06,-9.57,0.39,4.37,-1.32,,,
ROA(%),0.97,-3.01,0.25,1.51,-1.14,,,
부채비율,232.33,185.57,188.05,188.69,172.59,,,
자본유보율,2051.94,1840.75,1822.1,1875.38,1828.19,,,
EPS(원),208.0,-933.0,36.0,411.0,-137.0,,,
PER(배),14.18,-3.13,96.74,8.83,-25.08,,,
BPS(원),10640.0,9953.0,9900.0,9938.0,11920.0,,,
PBR(배),0.28,0.29,0.36,0.36,0.29,,,
현금DPS(원),100.0,100.0,100.0,150.0,150.0,,,
현금배당수익률,3.39,3.42,2.84,4.14,4.37,,,
현금배당성향(%),45.49,-10.15,260.11,34.58,-103.68,,,
발행주식수(보통주),14625466.0,14625466.0,14625466.0,14625466.0,14625466.0,,,
