주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,3380.0,3270.0,2393.0,2525.0,5128.0,7000.0,7560.0,8030.0
영업이익,163.0,251.0,83.0,82.0,288.0,1296.0,1434.0,1600.0
영업이익(발표기준),163.0,251.0,87.0,82.0,288.0,,,
세전계속사업이익,175.0,243.0,-299.0,297.0,352.0,1280.0,1400.0,1560.0
당기순이익,130.0,164.0,-235.0,170.0,272.0,980.0,1060.0,1190.0
당기순이익(지배),123.0,166.0,-214.0,156.0,273.0,839.0,956.0,1070.0
당기순이익(비지배),7.0,-1.0,-20.0,14.0,-2.0,,,
자산총계,3929.0,4018.0,3756.0,3627.0,7258.0,8780.0,9820.0,11230.0
부채총계,1327.0,1277.0,1216.0,978.0,3102.0,3680.0,3700.0,3960.0
자본총계,2601.0,2741.0,2540.0,2649.0,4156.0,5100.0,6120.0,7270.0
자본총계(지배),2410.0,2553.0,2373.0,2519.0,2753.0,3550.0,4470.0,5500.0
자본총계(비지배),191.0,188.0,167.0,131.0,1403.0,,,
자본금,180.0,183.0,193.0,193.0,201.0,200.0,200.0,200.0
영업활동현금흐름,185.0,419.0,206.0,-19.0,191.0,1540.0,1310.0,1870.0
투자활동현금흐름,-5.0,-337.0,82.0,-107.0,-598.0,-860.0,-690.0,-720.0
재무활동현금흐름,-189.0,-82.0,-284.0,162.0,418.0,-320.0,-290.0,-300.0
CAPEX,243.0,69.0,31.0,324.0,240.0,460.0,480.0,500.0
FCF,-59.0,350.0,175.0,-343.0,-48.0,,,
이자발생부채,791.0,701.0,396.0,277.0,1836.0,,,
영업이익률,4.82,7.68,3.47,3.26,5.61,18.51,18.97,19.93
순이익률,3.85,5.02,-9.8,6.73,5.3,14.0,14.02,14.82
ROE(%),5.21,6.68,-8.7,6.37,10.37,26.62,23.84,21.46
ROA(%),3.27,4.13,-6.03,4.6,4.99,12.22,11.4,11.31
부채비율,51.03,46.57,47.88,36.92,74.65,72.16,60.46,54.47
자본유보율,1249.52,1313.88,1146.28,1225.03,1321.46,,,
EPS(원),3429.0,4588.0,-5671.0,4028.0,7032.0,20820.0,23723.0,26552.0
PER(배),7.0,7.35,-4.48,6.03,4.96,4.61,4.05,3.62
BPS(원),67115.0,69649.0,61323.0,65091.0,68314.0,88094.0,110924.0,136484.0
PBR(배),0.36,0.48,0.41,0.37,0.51,1.09,0.87,0.7
현금DPS(원),375.0,375.0,0.0,0.0,375.0,1000.0,1100.0,1100.0
현금배당수익률,1.56,1.11,0.0,0.0,1.08,1.04,1.15,1.15
현금배당성향(%),8.95,8.3,0.0,0.0,5.53,0.05,0.05,0.04
발행주식수(보통주),3590868.0,3665813.0,3869237.0,3869237.0,4029782.0,,,
