주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,1271.0,1363.0,1358.0,1555.0,1419.0,,,
영업이익,115.0,205.0,148.0,178.0,59.0,,,
영업이익(발표기준),115.0,205.0,148.0,178.0,59.0,,,
세전계속사업이익,94.0,176.0,208.0,118.0,2.0,,,
당기순이익,68.0,117.0,158.0,70.0,-18.0,,,
당기순이익(지배),70.0,117.0,158.0,70.0,-17.0,,,
당기순이익(비지배),-2.0,0.0,0.0,0.0,0.0,,,
자산총계,2148.0,2241.0,2404.0,2379.0,2117.0,,,
부채총계,997.0,1003.0,1090.0,1114.0,884.0,,,
자본총계,1150.0,1238.0,1314.0,1265.0,1232.0,,,
자본총계(지배),1147.0,1235.0,1309.0,1260.0,1228.0,,,
자본총계(비지배),3.0,3.0,5.0,5.0,4.0,,,
자본금,133.0,133.0,133.0,133.0,138.0,,,
영업활동현금흐름,184.0,203.0,189.0,148.0,153.0,,,
투자활동현금흐름,-167.0,-73.0,-103.0,-79.0,-5.0,,,
재무활동현금흐름,-128.0,-53.0,-44.0,-93.0,-228.0,,,
CAPEX,120.0,99.0,134.0,84.0,33.0,,,
FCF,64.0,104.0,55.0,63.0,120.0,,,
이자발생부채,650.0,653.0,664.0,689.0,546.0,,,
영업이익률,9.05,15.05,10.87,11.42,4.13,,,
순이익률,5.35,8.57,11.63,4.49,-1.25,,,
ROE(%),6.22,9.84,12.43,5.46,-1.41,,,
ROA(%),3.21,5.33,6.8,2.92,-0.79,,,
부채비율,86.71,81.0,82.92,88.09,71.76,,,
자본유보율,771.2,837.48,927.79,938.33,833.44,,,
EPS(원),2028.0,3379.0,4559.0,2023.0,-521.0,,,
PER(배),8.78,7.83,6.02,14.62,-53.81,,,
BPS(원),33086.0,35630.0,37758.0,37880.0,39201.0,,,
PBR(배),0.54,0.74,0.73,0.78,0.72,,,
현금DPS(원),765.0,956.0,1338.0,153.0,635.0,,,
현금배당수익률,4.3,3.61,4.88,0.52,2.26,,,
현금배당성향(%),37.7,28.28,29.35,7.16,-113.88,,,
발행주식수(보통주),3467892.0,3467892.0,3467892.0,3467892.0,3265735.0,,,
