주요재무정보,2013(IFRS별도),2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,3060.0,2916.0,2620.0,2312.0,4901.0,,,
영업이익,181.0,130.0,181.0,166.0,136.0,,,
영업이익(발표기준),181.0,130.0,181.0,181.0,136.0,,,
세전계속사업이익,183.0,120.0,194.0,169.0,104.0,,,
당기순이익,136.0,93.0,145.0,140.0,151.0,,,
당기순이익(지배),136.0,93.0,145.0,140.0,151.0,,,
당기순이익(비지배),,,,,,,,
자산총계,1921.0,1886.0,1875.0,1917.0,2685.0,,,
부채총계,815.0,689.0,570.0,518.0,1201.0,,,
자본총계,1106.0,1197.0,1305.0,1399.0,1484.0,,,
자본총계(지배),1106.0,1197.0,1305.0,1399.0,1484.0,,,
자본총계(비지배),,,,,,,,
자본금,174.0,174.0,174.0,174.0,174.0,,,
영업활동현금흐름,120.0,178.0,175.0,296.0,41.0,,,
투자활동현금흐름,-67.0,-15.0,-90.0,-22.0,-482.0,,,
재무활동현금흐름,-125.0,-133.0,-167.0,-73.0,375.0,,,
CAPEX,18.0,14.0,18.0,33.0,41.0,,,
FCF,102.0,165.0,157.0,263.0,0.0,,,
이자발생부채,497.0,398.0,262.0,227.0,367.0,,,
영업이익률,5.91,4.46,6.9,7.2,2.78,,,
순이익률,4.45,3.19,5.53,6.05,3.08,,,
ROE(%),12.73,,11.58,10.35,10.48,,,
ROA(%),6.98,,7.7,7.38,6.56,,,
부채비율,73.7,57.58,43.64,37.06,80.94,,,
자본유보율,532.7,585.74,652.99,712.18,777.38,,,
EPS(원),391.0,267.0,415.0,401.0,433.0,,,
PER(배),6.29,9.02,7.89,8.15,7.85,,,
BPS(원),3172.0,3432.0,3743.0,4012.0,4407.0,,,
PBR(배),0.77,0.7,0.88,0.82,0.77,,,
현금DPS(원),80.0,70.0,100.0,115.0,160.0,,,
현금배당수익률,3.26,2.91,3.05,3.52,4.71,,,
현금배당성향(%),20.49,26.25,24.07,28.67,35.67,,,
발행주식수(보통주),34869420.0,34869420.0,34869420.0,34869420.0,34869420.0,,,
