주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,270330.0,264555.0,283839.0,265041.0,277902.0,241046.0,245215.0,259210.0
영업이익,11633.0,13573.0,16256.0,13114.0,24616.0,-5140.0,203.0,8095.0
영업이익(발표기준),11633.0,13573.0,16256.0,13114.0,24616.0,,,
세전계속사업이익,8303.0,12420.0,14340.0,13162.0,23326.0,-6713.0,-1364.0,6814.0
당기순이익,4190.0,9174.0,10235.0,9315.0,19371.0,-5413.0,-909.0,5107.0
당기순이익(지배),4261.0,9043.0,9666.0,9067.0,18028.0,-5206.0,-860.0,4785.0
당기순이익(비지배),-71.0,131.0,569.0,248.0,1343.0,,,
자산총계,217153.0,229670.0,225772.0,248843.0,291597.0,315874.0,336423.0,346542.0
부채총계,109179.0,111836.0,98722.0,114219.0,141782.0,173466.0,196965.0,203695.0
자본총계,107974.0,117834.0,127050.0,134624.0,149815.0,142407.0,139455.0,142848.0
자본총계(지배),106112.0,114314.0,121930.0,129560.0,143735.0,136840.0,134381.0,137733.0
자본총계(비지배),1862.0,3520.0,5120.0,5064.0,6080.0,,,
자본금,17891.0,17891.0,17891.0,17891.0,17891.0,17890.0,17890.0,17890.0
영업활동현금흐름,35848.0,28645.0,27266.0,36409.0,67642.0,42303.0,50426.0,56846.0
투자활동현금흐름,-45043.0,-34513.0,-27319.0,-31892.0,-64811.0,-82492.0,-68600.0,-49680.0
재무활동현금흐름,-3910.0,4047.0,-1745.0,3079.0,8622.0,26120.0,18765.0,1716.0
CAPEX,34731.0,29825.0,23650.0,37359.0,65924.0,80088.0,66538.0,46192.0
FCF,1117.0,-1180.0,3616.0,-950.0,1718.0,-40613.0,-15236.0,9480.0
이자발생부채,39028.0,42474.0,42242.0,47788.0,56031.0,,,
영업이익률,4.3,5.13,5.73,4.95,8.86,-2.13,0.08,3.12
순이익률,1.55,3.47,3.61,3.52,6.97,-2.25,-0.37,1.97
ROE(%),4.09,8.21,8.18,7.21,13.19,-3.71,-0.63,3.52
ROA(%),1.82,4.11,4.49,3.92,7.17,-1.78,-0.28,1.5
부채비율,101.11,94.91,77.7,84.84,94.64,121.81,141.24,142.6
자본유보율,498.23,542.52,581.84,629.12,719.51,,,
EPS(원),1191.0,2527.0,2701.0,2534.0,5038.0,-1455.0,-240.0,1337.0
PER(배),21.29,13.32,9.09,12.41,5.93,-14.61,-88.45,15.89
BPS(원),29655.0,31948.0,34076.0,36209.0,40170.0,38243.0,37556.0,38493.0
PBR(배),0.85,1.05,0.72,0.87,0.74,0.56,0.57,0.55
현금DPS(원),0.0,500.0,500.0,500.0,500.0,382.0,391.0,417.0
현금배당수익률,0.0,1.49,2.04,1.59,1.67,1.8,1.84,1.96
현금배당성향(%),0.0,19.78,18.51,19.73,9.92,-0.26,-1.63,0.31
발행주식수(보통주),357815700.0,357815700.0,357815700.0,357815700.0,357815700.0,,,
