주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,42169.0,44774.0,46026.0,47499.0,53587.0,15976.0,16075.0,15974.0
영업이익,-1479.0,2253.0,3895.0,5172.0,6461.0,1259.0,1437.0,1324.0
영업이익(발표기준),-1479.0,2253.0,3895.0,5172.0,6461.0,,,
세전계속사업이익,-2419.0,1217.0,3243.0,4595.0,6054.0,616.0,782.0,655.0
당기순이익,-2012.0,833.0,2386.0,3310.0,4137.0,468.0,595.0,498.0
당기순이익(지배),-2087.0,688.0,2168.0,3067.0,3896.0,,,
당기순이익(비지배),74.0,145.0,218.0,242.0,240.0,,,
자산총계,64208.0,59365.0,55101.0,57846.0,65394.0,,,
부채총계,42185.0,36636.0,30391.0,30297.0,35770.0,,,
자본총계,22023.0,22729.0,24710.0,27549.0,29625.0,,,
자본총계(지배),21217.0,21806.0,23576.0,26220.0,28034.0,,,
자본총계(비지배),806.0,923.0,1134.0,1329.0,1591.0,,,
자본금,3769.0,3769.0,3769.0,3769.0,3769.0,,,
영업활동현금흐름,2518.0,5276.0,10284.0,8398.0,4532.0,,,
투자활동현금흐름,-352.0,-1652.0,-643.0,-890.0,-2290.0,,,
재무활동현금흐름,-2696.0,-4037.0,-6645.0,-1458.0,-976.0,,,
CAPEX,624.0,204.0,239.0,498.0,2112.0,,,
FCF,1894.0,5072.0,10045.0,7899.0,2421.0,,,
이자발생부채,23514.0,19561.0,12989.0,11987.0,13169.0,,,
영업이익률,-3.51,5.03,8.46,10.89,12.06,7.88,8.94,8.29
순이익률,-4.77,1.86,5.18,6.97,7.72,2.93,3.7,3.12
ROE(%),-9.33,3.2,9.55,12.32,14.36,,,
ROA(%),-3.08,1.35,4.17,5.86,6.71,,,
부채비율,191.55,161.18,122.99,109.97,120.74,,,
자본유보율,488.22,505.41,556.11,627.3,717.2,,,
EPS(원),-2768.0,913.0,2876.0,4069.0,5169.0,,,
PER(배),-8.79,44.43,14.15,11.58,7.82,,,
BPS(원),28834.0,29634.0,32039.0,35632.0,40000.0,,,
PBR(배),0.84,1.37,1.27,1.32,1.01,,,
현금DPS(원),50.0,300.0,500.0,700.0,1000.0,,,
현금배당수익률,0.21,0.74,1.23,1.49,2.47,,,
현금배당성향(%),-1.76,32.07,16.97,16.79,17.99,,,
발행주식수(보통주),75384180.0,75384180.0,75384180.0,75384180.0,75384180.0,,,
