주요재무정보,2013(IFRS별도),2014(IFRS별도),2015(IFRS별도),2016(IFRS별도),2017(IFRS별도),2018(E)(IFRS별도),2019(E)(IFRS별도),2020(E)(IFRS별도)
매출액,5.0,5.0,5.0,5.0,5.0,,,
영업이익,5.0,5.0,5.0,5.0,5.0,,,
영업이익(발표기준),5.0,5.0,5.0,5.0,5.0,,,
세전계속사업이익,5.0,5.0,5.0,5.0,5.0,,,
당기순이익,5.0,5.0,5.0,5.0,5.0,,,
당기순이익(지배),5.0,5.0,5.0,5.0,5.0,,,
당기순이익(비지배),,,,,,,,
자산총계,80.0,81.0,80.0,80.0,81.0,,,
부채총계,1.0,2.0,1.0,1.0,2.0,,,
자본총계,79.0,79.0,79.0,79.0,79.0,,,
자본총계(지배),79.0,79.0,79.0,79.0,79.0,,,
자본총계(비지배),,,,,,,,
자본금,79.0,79.0,79.0,79.0,79.0,,,
영업활동현금흐름,5.0,5.0,5.0,5.0,5.0,,,
투자활동현금흐름,,,,,,,,
재무활동현금흐름,-6.0,-4.0,-6.0,-5.0,-4.0,,,
CAPEX,,,,,,,,
FCF,5.0,5.0,5.0,5.0,5.0,,,
이자발생부채,,,,,,,,
영업이익률,90.02,90.39,90.64,90.26,89.91,,,
순이익률,90.06,90.42,90.66,90.28,89.92,,,
ROE(%),6.0,6.0,6.0,6.01,6.0,,,
ROA(%),5.91,5.91,5.91,5.97,5.91,,,
부채비율,0.74,2.16,0.69,0.75,2.24,,,
자본유보율,0.04,0.04,0.04,0.04,0.04,,,
EPS(원),300.0,300.0,300.0,301.0,300.0,,,
PER(배),14.4,15.33,12.48,14.63,16.67,,,
BPS(원),5002.0,5002.0,5002.0,5002.0,5002.0,,,
PBR(배),0.86,0.92,0.75,0.88,1.0,,,
현금DPS(원),300.0,302.0,299.0,300.0,300.0,,,
현금배당수익률,6.94,6.56,7.99,6.82,6.0,,,
현금배당성향(%),100.0,100.55,99.73,99.73,100.0,,,
발행주식수(보통주),1585660.0,1585660.0,1585660.0,1585660.0,,,,
