주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,23291.0,22134.0,21696.0,23115.0,23963.0,25109.0,26257.0,27424.0
영업이익,25.0,638.0,1067.0,1410.0,988.0,1380.0,1612.0,1703.0
영업이익(발표기준),25.0,638.0,1067.0,1410.0,988.0,,,
세전계속사업이익,-101.0,463.0,1049.0,1027.0,894.0,1298.0,1570.0,1661.0
당기순이익,-262.0,210.0,780.0,651.0,672.0,970.0,1155.0,1218.0
당기순이익(지배),-326.0,25.0,465.0,226.0,377.0,586.0,655.0,695.0
당기순이익(비지배),64.0,185.0,315.0,425.0,295.0,,,
자산총계,25951.0,27959.0,30714.0,31694.0,32611.0,,,
부채총계,9369.0,11416.0,12751.0,13188.0,13310.0,14830.0,15853.0,16893.0
자본총계,16582.0,16544.0,17964.0,18506.0,19300.0,19688.0,20351.0,21096.0
자본총계(지배),12936.0,13151.0,13421.0,13526.0,13735.0,14166.0,14666.0,15206.0
자본총계(비지배),3646.0,3393.0,4543.0,4980.0,5565.0,,,
자본금,424.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0
영업활동현금흐름,-232.0,1281.0,899.0,2171.0,-219.0,,,
투자활동현금흐름,15.0,-1856.0,-526.0,-680.0,-2422.0,,,
재무활동현금흐름,-16.0,1023.0,-852.0,-624.0,1258.0,,,
CAPEX,721.0,644.0,960.0,1303.0,871.0,,,
FCF,-953.0,637.0,-62.0,867.0,-1090.0,,,
이자발생부채,5120.0,6924.0,8096.0,7833.0,8210.0,,,
영업이익률,0.11,2.88,4.92,6.1,4.12,5.5,6.14,6.21
순이익률,-1.13,0.95,3.6,2.82,2.8,3.86,4.4,4.44
ROE(%),-2.6,0.19,3.5,1.68,2.76,4.2,4.54,4.65
ROA(%),-0.98,0.78,2.66,2.09,2.09,,,
부채비율,56.5,69.0,70.98,71.26,68.97,75.33,77.9,80.07
자본유보율,2895.45,2792.76,2868.04,2881.71,2928.91,,,
EPS(원),-3896.0,296.0,5242.0,2550.0,4248.0,6603.0,7384.0,7832.0
PER(배),-19.15,303.03,30.33,46.87,28.72,15.45,13.81,13.02
BPS(원),170197.0,170099.0,173590.0,174957.0,177535.0,183103.0,189564.0,196540.0
PBR(배),0.44,0.53,0.92,0.68,0.69,0.56,0.54,0.52
현금DPS(원),1250.0,1500.0,1500.0,2000.0,2000.0,2000.0,2000.0,2000.0
현금배당수익률,1.68,1.67,0.94,1.67,1.64,1.96,1.96,1.96
현금배당성향(%),-29.15,461.19,24.98,68.45,41.08,0.29,0.26,0.25
발행주식수(보통주),8170465.0,8564271.0,8564271.0,8564271.0,8564271.0,,,
