주요재무정보,2013,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,387250.0,374568.0,413763.0,471202.0,504044.0,501703.0,522738.0,541447.0
영업이익,8637.0,5158.0,7584.0,16859.0,21589.0,22620.0,23700.0,25219.0
영업이익(발표기준),8637.0,5158.0,7584.0,16859.0,21589.0,,,
세전계속사업이익,4044.0,372.0,1754.0,16719.0,19951.0,23194.0,22887.0,24713.0
당기순이익,2247.0,-1630.0,1205.0,12887.0,13109.0,16615.0,17336.0,18600.0
당기순이익(지배),1300.0,-3645.0,-2850.0,4917.0,4054.0,6741.0,6595.0,7276.0
당기순이익(비지배),947.0,2014.0,4055.0,7970.0,9056.0,,,
자산총계,1133226.0,1236843.0,1456217.0,1548710.0,1601950.0,1635201.0,1682311.0,1722860.0
부채총계,1025467.0,1115690.0,1319760.0,1406431.0,1442302.0,1469849.0,1501017.0,1524476.0
자본총계,107760.0,121152.0,136457.0,142279.0,159647.0,165353.0,181293.0,198385.0
자본총계(지배),43001.0,43583.0,41545.0,44081.0,45413.0,47094.0,53289.0,59932.0
자본총계(비지배),64759.0,77569.0,94912.0,98198.0,114235.0,,,
자본금,3772.0,3772.0,3772.0,4896.0,4896.0,4897.0,4897.0,4897.0
영업활동현금흐름,64042.0,45790.0,96207.0,60973.0,51385.0,18781.0,28480.0,26330.0
투자활동현금흐름,-71528.0,-40350.0,-89582.0,-58573.0,-56658.0,-19715.0,-17336.0,-17266.0
재무활동현금흐름,6108.0,-6563.0,99.0,12947.0,-3049.0,-3056.0,-6270.0,-6635.0
CAPEX,10201.0,8214.0,14621.0,11425.0,9678.0,7862.0,6206.0,6450.0
FCF,53841.0,37576.0,81586.0,49548.0,41707.0,6689.0,22124.0,19712.0
이자발생부채,104257.0,100622.0,116822.0,118575.0,109442.0,,,
영업이익률,2.23,1.38,1.83,3.58,4.28,4.51,4.53,4.66
순이익률,0.58,-0.43,0.29,2.73,2.6,3.31,3.32,3.44
ROE(%),3.03,-8.42,-6.7,11.48,9.06,14.57,13.14,12.85
ROA(%),0.21,-0.14,0.09,0.86,0.83,1.03,1.04,1.09
부채비율,951.63,920.9,967.16,988.5,903.43,888.91,827.95,768.44
자본유보율,1021.05,888.09,824.94,748.89,799.15,,,
EPS(원),1723.0,-4831.0,-3778.0,6082.0,4140.0,6885.0,6735.0,7431.0
PER(배),22.13,-6.29,-10.14,5.76,10.02,4.63,4.73,4.29
BPS(원),61820.0,62658.0,59727.0,47899.0,49346.0,51172.0,57904.0,65123.0
PBR(배),0.62,0.49,0.64,0.73,0.84,0.62,0.55,0.49
현금DPS(원),400.0,500.0,500.0,600.0,600.0,650.0,671.0,596.0
현금배당수익률,1.05,1.64,1.3,1.71,1.45,2.04,2.11,1.87
현금배당성향(%),21.42,-9.55,-12.21,11.6,13.88,0.07,0.08,0.06
발행주식수(보통주),74958735.0,74958735.0,74958735.0,74958735.0,74958735.0,,,
