주요재무정보,2014/03,2014,2015,2016,2017,2018(E),2019(E),2020(E)
매출액,5486.0,3688.0,7089.0,7537.0,5663.0,,,
영업이익,65.0,207.0,302.0,353.0,473.0,,,
영업이익(발표기준),65.0,207.0,302.0,353.0,473.0,,,
세전계속사업이익,61.0,207.0,328.0,374.0,499.0,,,
당기순이익,45.0,154.0,248.0,278.0,376.0,,,
당기순이익(지배),45.0,154.0,248.0,278.0,374.0,,,
당기순이익(비지배),0.0,0.0,0.0,0.0,2.0,,,
자산총계,6557.0,8958.0,12078.0,14334.0,13888.0,,,
부채총계,2792.0,4985.0,7837.0,9751.0,9095.0,,,
자본총계,3765.0,3973.0,4240.0,4583.0,4793.0,,,
자본총계(지배),3763.0,3971.0,4226.0,4570.0,4780.0,,,
자본총계(비지배),2.0,3.0,15.0,13.0,13.0,,,
자본금,668.0,668.0,668.0,668.0,668.0,,,
영업활동현금흐름,261.0,-1978.0,-616.0,1383.0,-2592.0,,,
투자활동현금흐름,-79.0,-191.0,98.0,-169.0,-34.0,,,
재무활동현금흐름,-456.0,2167.0,834.0,-724.0,2514.0,,,
CAPEX,3.0,5.0,8.0,16.0,6.0,,,
FCF,,,,,,,,
이자발생부채,221.0,717.0,728.0,691.0,1901.0,,,
영업이익률,1.18,5.6,4.26,4.68,8.35,,,
순이익률,0.82,4.17,3.5,3.68,6.64,,,
ROE(%),1.19,3.98,6.05,6.31,8.0,,,
ROA(%),0.69,1.98,2.36,2.1,2.65,,,
부채비율,74.15,125.46,184.82,212.75,189.75,,,
자본유보율,512.5,543.64,583.57,634.88,666.27,,,
EPS(원),336.0,1150.0,1855.0,2077.0,2797.0,,,
PER(배),36.86,13.17,8.63,9.05,8.99,,,
BPS(원),38354.0,40475.0,43071.0,46583.0,48723.0,,,
PBR(배),0.32,0.37,0.37,0.4,0.52,,,
현금DPS(원),350.0,1000.0,1200.0,1200.0,1200.0,,,
현금배당수익률,2.82,6.6,7.5,6.38,4.77,,,
현금배당성향(%),79.64,64.77,48.07,42.93,31.87,,,
발행주식수(보통주),10369886.0,10369886.0,10369886.0,10369886.0,10369886.0,,,
